Entropy,AverageReturn,ExplainedVariance,Time,AveragePolicyStd,TotalExecTime,ItrTime,NumTrajs,MeanKL,LossAfter,LossBefore,MaxKL,StdReturn,MaxReturn,MinReturn,Perplexity
2.7007,135.0,0.175250148672,19.767552852630615,0.935103,19.64022207260132,19.767557859420776,20,0.29256,-0.0673264,-0.00749417,2.34064,281.558164506,900.0,0.0,14.8902
2.69321,970.0,0.840816524523,39.27284574508667,0.931967,19.231818437576294,19.50168251991272,20,0.00948869,-0.00260159,0.00063901,0.0369566,260.959767014,1600.0,700.0,14.779
2.69353,1410.0,0.523995672416,59.46320986747742,0.932095,20.129387378692627,20.171480655670166,20,0.0565396,-0.0184513,-0.00429931,0.22639,787.972080724,3400.0,0.0,14.7837
2.69138,8170.0,0.275205244906,78.57514762878418,0.931109,18.940409183502197,19.104567527770996,20,0.245605,-0.0573008,-0.00113821,0.565569,2907.7654651,13700.0,4000.0,14.752
2.69081,39410.0,0.903563568095,99.41066408157349,0.930883,20.620791912078857,20.827884674072266,20,0.119115,-0.0531765,-0.024757,0.358025,2080.12018884,42300.0,33900.0,14.7436
2.67843,41795.0,0.987734829137,119.36557030677795,0.925088,19.820512771606445,19.951266527175903,20,0.0177591,-0.0238949,-0.0171949,0.134784,451.082032451,42500.0,40900.0,14.5622
2.66983,41925.0,0.988381543602,139.03104424476624,0.920993,19.48441481590271,19.655035734176636,20,0.00578829,-0.00119502,0.00203932,0.0847626,540.254569624,42600.0,40300.0,14.4376
