ExplainedVariance,NumTrajs,LossAfter,ItrTime,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,Time,Perplexity,MeanKL,AverageReturn,Entropy,MaxKL,LossBefore,TotalExecTime
0.0591910853653,20,-0.0660799,10.617190837860107,65.3834841531,300.0,0.0,0.917354,10.617185115814209,14.1457,0.404708,15.0,2.64941,5.71894,0.00351954,10.528474569320679
0.937013105099,20,-0.0318606,10.988759756088257,84.2614977318,1200.0,1000.0,0.920434,21.61068630218506,14.1956,0.0649041,1070.0,2.65293,0.47148,-0.00879869,10.901356220245361
0.907949579524,20,-0.00736084,10.515515565872192,186.815416923,1200.0,500.0,0.918504,32.13780665397644,14.1333,0.0217521,1010.0,2.64853,0.337877,0.00156681,10.434398889541626
0.936833208564,20,-0.0239949,10.66615080833435,80.0,1200.0,900.0,0.919008,42.809473752975464,14.1444,0.0223139,1040.0,2.64932,0.277395,-0.0130074,10.624677419662476
0.919201630076,20,0.00211405,10.833237648010254,137.477270849,1500.0,900.0,0.915227,53.649598121643066,14.0527,0.0115544,1090.0,2.64281,0.231467,0.00932053,10.782190322875977
0.93074037086,20,-0.00316294,10.57454800605774,112.249721603,1300.0,900.0,0.916613,64.22915720939636,14.1183,0.0357163,1080.0,2.64747,0.356723,0.0156031,10.502183198928833
0.912766874558,20,-0.0294273,9.910765647888184,169.115345253,1400.0,600.0,0.920328,74.15553140640259,14.2289,0.0581672,1080.0,2.65528,0.519605,-0.00752209,9.850274801254272
