ExplainedVariance,MaxReturn,TotalExecTime,NumTrajs,LossAfter,StdReturn,MaxKL,Time,Perplexity,MeanKL,ItrTime,AverageReturn,Entropy,LossBefore,AveragePolicyStd,MinReturn
1,0.0,3.9921841621398926,40,-0.0,0.0,0.0,4.040191888809204,11.4353,0.0,4.040196180343628,0.0,2.4367,-0.0,0.82843,0.0
0.13784677577,200.0,3.411029100418091,40,-0.0144832,31.224989992,0.340505,7.518573760986328,11.4353,0.0218503,3.475598096847534,5.0,2.4367,0.00115723,0.82843,0.0
1,0.0,3.558283805847168,40,-0.0,0.0,0.0,11.110392570495605,11.4419,0.0,3.5864078998565674,0.0,2.43728,-0.0,0.828488,0.0
1,0.0,4.1093292236328125,40,-0.0,0.0,0.0,15.26135802268982,11.4419,0.0,4.146493434906006,0.0,2.43728,-0.0,0.828488,0.0
1,0.0,4.138696193695068,40,-0.0,0.0,0.0,19.450331926345825,11.4419,0.0,4.1828837394714355,0.0,2.43728,-0.0,0.828488,0.0
1,0.0,4.2256433963775635,40,-0.0,0.0,0.0,23.719142198562622,11.4419,0.0,4.264219522476196,0.0,2.43728,-0.0,0.828488,0.0
1,0.0,4.29538106918335,40,-0.0,0.0,0.0,28.05459427833557,11.4419,0.0,4.328312873840332,0.0,2.43728,-0.0,0.828488,0.0
