Entropy,MaxKL,StdReturn,ItrTime,MaxReturn,AveragePolicyStd,Time,LossBefore,Perplexity,TotalExecTime,MinReturn,LossAfter,NumTrajs,MeanKL,AverageReturn,ExplainedVariance
2.67957,4.35192,1264.71340627,12.66238260269165,3800.0,0.92455,12.662376165390015,-0.00311871,14.5788,12.592485427856445,0.0,-0.0256382,20,0.146872,1050.0,0.224994546446
2.67645,0.526823,10404.0184544,12.412479400634766,28400.0,0.923483,25.080328941345215,-0.0242408,14.5334,12.330420970916748,0.0,-0.0428785,20,0.0418502,6480.0,0.79095897571
2.66433,0.601584,12068.7571854,12.081137418746948,38700.0,0.91796,37.168458461761475,-0.00265885,14.3583,12.01783013343811,0.0,-0.0176709,20,0.041111,27390.0,0.809939171354
2.663,0.821338,2610.9911911,12.184748649597168,42000.0,0.917349,49.381306171417236,-0.0251882,14.3392,12.104673624038696,32600.0,-0.0487741,20,0.136186,36815.0,0.876307864477
2.6504,0.592144,2954.23424934,12.318838357925415,41200.0,0.91153,61.71589922904968,-0.0193148,14.1597,12.263307332992554,29000.0,-0.0446155,20,0.113815,36350.0,0.896740126686
2.64075,1.50251,3040.65782356,12.60008978843689,39000.0,0.907035,74.32185220718384,-0.0104876,14.0237,12.535028219223022,26100.0,-0.101649,20,0.566214,32920.0,0.807588792973
2.6355,2.51923,4800.13281066,12.042781352996826,27300.0,0.904859,86.3796763420105,0.00265101,13.9503,11.988562107086182,11500.0,-0.10109,20,0.648785,18015.0,0.440260586135
