Entropy,LossAfter,Time,Perplexity,StdReturn,TotalExecTime,AveragePolicyStd,MaxKL,ItrTime,MaxReturn,LossBefore,NumTrajs,AverageReturn,ExplainedVariance,MeanKL,MinReturn
2.67957,-0.0,10.769481182098389,14.5788,0.0,10.66962480545044,0.92455,0.0,10.769487380981445,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,21.631385803222656,14.5788,0.0,10.782563209533691,0.92455,0.0,10.858205318450928,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,32.270055532455444,14.5788,0.0,10.563886404037476,0.92455,0.0,10.627949476242065,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,43.10436511039734,14.5788,0.0,10.747530937194824,0.92455,0.0,10.830091953277588,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,53.856950521469116,14.5788,0.0,10.695595502853394,0.92455,0.0,10.73563551902771,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,64.65763711929321,14.5788,0.0,10.731066703796387,0.92455,0.0,10.79662561416626,0.0,-0.0,20,0.0,1,0.0,0.0
2.67957,-0.0,75.23509407043457,14.5788,0.0,10.519092798233032,0.92455,0.0,10.570688724517822,0.0,-0.0,20,0.0,1,0.0,0.0
