Perplexity,ItrTime,AverageReturn,MeanKL,NumTrajs,MaxReturn,ExplainedVariance,MaxKL,StdReturn,Time,LossAfter,AveragePolicyStd,LossBefore,Entropy,MinReturn,TotalExecTime
17.0561,12.878881931304932,105.0,0.748275,20,2100.0,0.141059636842,65.8796,457.684389072,12.878875970840454,-0.10547,0.999438,0.013893,2.83651,0.0,12.793045043945312
17.2948,13.842034578323364,40.0,4.35741,20,500.0,0.261266638661,537.921,124.09673646,26.73150372505188,0.667585,1.00636,-0.01252,2.8504,0.0,13.775745153427124
17.1868,15.058361768722534,25.0,0.476597,20,400.0,0.0720790691847,59.3395,88.7411967465,41.80461835861206,0.0599852,1.0032,-0.0138867,2.84414,0.0,14.828906774520874
17.0679,12.914050102233887,50.0,0.000309757,20,1000.0,0.15572238314,0.00242873,217.944947177,54.728968381881714,0.00546061,0.999703,0.00651437,2.8372,0.0,12.724730730056763
17.1236,14.841886043548584,20.0,0.0147019,20,400.0,0.0583599338198,2.81961,87.1779788708,69.57849168777466,-0.0010108,1.00136,-0.00247799,2.84046,0.0,14.643885612487793
17.1024,13.775334596633911,20.0,0.0918487,20,400.0,0.180301684323,13.844,87.1779788708,83.3644905090332,0.0435907,1.00075,0.0300332,2.83922,0.0,13.695627689361572
17.3611,13.895892143249512,10.0,0.00891243,20,200.0,0.139187235778,1.30711,43.5889894354,97.26694846153259,0.00288637,1.00833,0.00482552,2.85423,0.0,13.845933198928833
