Perplexity,LossAfter,Entropy,AveragePolicyStd,Time,AverageReturn,NumTrajs,LossBefore,StdReturn,MaxKL,ItrTime,MinReturn,MaxReturn,MeanKL,ExplainedVariance,TotalExecTime
15.2117,-0.011716,2.72206,0.947542,7.4080970287323,310.0,20,0.0133203,43.5889894354,1.93244,7.408099412918091,200.0,400.0,0.150333,0.927562316001,7.34839391708374
15.4156,-0.0280893,2.73538,0.952884,12.171427249908447,460.0,20,-0.0125606,91.6515138991,0.239735,4.758781671524048,200.0,600.0,0.0337513,0.909681498639,4.714158535003662
15.3191,-0.00601695,2.7291,0.949588,16.75847315788269,585.0,20,0.0227096,85.2936105462,0.398469,4.583655834197998,400.0,800.0,0.0508887,0.926968513462,4.547869920730591
15.494,-0.0118258,2.74046,0.955049,21.4422869682312,750.0,20,-0.00576607,143.178210633,0.0700001,4.678706645965576,600.0,1200.0,0.0168825,0.901581312987,4.625360727310181
15.4495,-0.0105749,2.73757,0.953424,26.085021018981934,835.0,20,0.00315104,138.834433769,0.145015,4.629631042480469,600.0,1100.0,0.0320371,0.899693084404,4.601818084716797
15.4738,-0.0118057,2.73915,0.954323,30.888756036758423,1030.0,20,0.00146996,260.959767014,0.145441,4.798739910125732,600.0,1900.0,0.0304262,0.861538960972,4.7575860023498535
15.4852,-0.0159077,2.73988,0.95462,35.60880088806152,1305.0,20,-0.00061349,380.0986714,0.115214,4.71599555015564,800.0,2100.0,0.040421,0.821044270557,4.6843101978302
