MaxReturn,StdReturn,MaxKL,LossAfter,TotalExecTime,AverageReturn,MeanKL,Time,Perplexity,NumTrajs,ItrTime,MinReturn,Entropy,AveragePolicyStd,ExplainedVariance,LossBefore
1900.0,382.720524665,209.303,-0.163483,8.498056888580322,495.0,1.08,8.587228536605835,16.3558,40,8.587236642837524,0.0,2.79458,0.982009,0.179525318306,0.00319799
5800.0,1021.14825075,6.7017,-0.0763092,7.343945503234863,3797.5,0.0989727,15.99733304977417,16.4082,40,7.404430627822876,1100.0,2.79778,0.981548,0.643180635196,-0.0470012
6000.0,948.205542064,15.917,-0.0670161,7.311640977859497,4087.5,0.203109,23.358582735061646,16.0271,40,7.356499910354614,1200.0,2.77428,0.969992,0.736174524017,-0.0161378
6000.0,1072.74181423,12.8252,-0.045303,6.954907417297363,3765.0,0.0543996,30.401657819747925,15.8983,40,7.035862922668457,400.0,2.76621,0.965949,0.653465546152,-0.0292788
5100.0,977.877165088,24.6359,-0.0427082,7.096769094467163,3477.5,0.285192,37.598886013031006,15.6672,40,7.1926493644714355,300.0,2.75157,0.958981,0.651256583266,0.0158451
6400.0,1040.83800373,5.975,-0.0567069,7.183063983917236,4337.5,0.090664,44.892977476119995,15.7919,40,7.2891857624053955,1400.0,2.75949,0.96291,0.73818410878,-0.0225096
7200.0,1115.32226285,2.82384,-0.0532419,7.025588512420654,4782.5,0.0726264,51.970916748046875,15.6151,40,7.072606086730957,3000.0,2.74824,0.957231,0.740230163725,-0.0278172
