LossAfter,AverageReturn,StdReturn,Time,MaxKL,MinReturn,NumTrajs,MaxReturn,ItrTime,AveragePolicyStd,LossBefore,Entropy,MeanKL,Perplexity,ExplainedVariance,TotalExecTime
-0.0144247,20.0,60.0,6.515340328216553,0.115171,0.0,20,200.0,6.515340805053711,1.0032,-0.00355743,2.84416,0.0237267,17.1872,0.0827932097194,6.427464485168457
-0.0152871,200.0,389.871773792,13.185009241104126,0.136825,0.0,20,1400.0,6.667332887649536,1.0014,-0.00163277,2.8406,0.030833,17.1261,0.0790940892606,6.5759663581848145
0.0133559,965.0,785.031846488,22.553203582763672,0.0546074,0.0,20,2800.0,9.36313533782959,1.001,0.021838,2.83979,0.0188773,17.1121,0.12082960861,9.313502311706543
-0.0188108,1920.0,1051.47515425,29.017290115356445,0.265382,0.0,20,4100.0,6.456035852432251,1.00652,0.00745923,2.85071,0.0919734,17.3,0.304243616561,6.408021688461304
0.000997566,7200.0,2560.2734229,38.172879219055176,0.057528,300.0,20,12500.0,9.141427755355835,1.00833,0.00899158,2.85444,0.0169738,17.3646,0.408236645995,9.078776836395264
-0.0251997,6215.0,3479.40727711,44.838481187820435,0.024627,400.0,20,15600.0,6.661411285400391,1.01064,-0.0221852,2.85893,0.00595487,17.4429,0.324203158271,6.593367099761963
-0.04549,5410.0,3498.41392634,51.232417583465576,0.100516,0.0,20,13600.0,6.387721061706543,1.00502,-0.03328,2.84784,0.0345212,17.2505,0.249619112503,6.348042249679565
