AverageReturn,MinReturn,LossAfter,ExplainedVariance,AveragePolicyStd,Perplexity,MaxKL,LossBefore,ItrTime,Entropy,MeanKL,TotalExecTime,Time,MaxReturn,StdReturn,NumTrajs
0.0,0.0,-0.0,1,1.00568,17.2706,0.0,-0.0,19.29166293144226,2.849,0.0,18.95982265472412,19.291656732559204,0.0,0.0,20
15.0,0.0,0.100168,0.134841974348,1.00568,17.2706,292.471,0.0306182,16.77018690109253,2.849,2.39932,16.482930660247803,36.08377814292908,300.0,65.3834841531,20
10.0,0.0,0.0635076,0.0488380758116,1.0135,17.537,293.815,-0.000311382,16.089190006256104,2.86431,2.7548,15.99993348121643,52.185805320739746,200.0,43.5889894354,20
10.0,0.0,-0.144192,0.111265014103,1.01336,17.5343,117.968,0.003032,17.421491861343384,2.86416,1.84468,17.266811847686768,69.63781094551086,200.0,43.5889894354,20
10.0,0.0,-0.0223628,0.0464786788588,1.01412,17.5609,2.09791,-0.0215436,17.180020332336426,2.86567,0.0155229,17.00459313392639,86.84210538864136,200.0,43.5889894354,20
20.0,0.0,0.00182214,0.118289740324,1.00868,17.3727,16.3803,-0.0157513,16.2829167842865,2.8549,0.112539,16.107473611831665,103.14144563674927,400.0,87.1779788708,20
45.0,0.0,0.335945,0.176138831219,1.00475,17.2364,521.044,-0.0157697,15.836200714111328,2.84703,4.25548,15.710675954818726,119.04768466949463,500.0,135.922772191,20
