MaxKL,Entropy,MeanKL,AverageReturn,AveragePolicyStd,Perplexity,TotalExecTime,StdReturn,MaxReturn,Time,LossBefore,ItrTime,NumTrajs,LossAfter,ExplainedVariance,MinReturn
52.3676,2.79458,0.188452,10.0,0.982009,16.3558,6.92374849319458,62.449979984,400.0,7.024381399154663,-0.00613747,7.024386405944824,40,-0.0418132,0.0375988214451,0.0
3.7156,2.78844,0.0505522,5.0,0.979002,16.2557,6.810954332351685,31.224989992,200.0,13.92985486984253,0.0294725,6.900693893432617,40,0.00709496,0.0155410989778,0.0
10.4303,2.80318,0.0850926,12.5,0.985738,16.4971,6.669511318206787,45.7575130443,200.0,20.71028470993042,-0.0241365,6.7754967212677,40,-0.051876,0.049483476944,0.0
8.34933,2.79111,0.105093,47.5,0.980235,16.2992,6.5647804737091064,134.140784253,500.0,27.360162496566772,-0.0263371,6.642758846282959,40,-0.0666461,0.0416202429427,0.0
7.5508,2.77795,0.100895,230.0,0.973705,16.0859,7.20927095413208,472.334627145,2100.0,34.66200089454651,0.00573244,7.290381193161011,40,-0.0247627,0.155429185972,0.0
21.0407,2.78081,0.102717,395.0,0.975569,16.1321,6.3650689125061035,721.78597936,3400.0,41.09175658226013,0.0222426,6.423416376113892,40,-0.0052004,0.176784671163,0.0
7.75964,2.79193,0.0951194,295.0,0.980925,16.3125,6.4634318351745605,488.850692952,2100.0,47.6266405582428,9.2932e-05,6.517889022827148,40,-0.0314291,0.244728464933,0.0
