MeanKL,TotalExecTime,StdReturn,Time,Perplexity,LossAfter,LossBefore,AveragePolicyStd,Entropy,MaxKL,MaxReturn,MinReturn,AverageReturn,ItrTime,ExplainedVariance,NumTrajs
0.0,23.369266510009766,0.0,23.519906520843506,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,23.51991319656372,1,20
0.0,24.487024784088135,0.0,48.20710349082947,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,24.66163396835327,1,20
0.0,24.02325677871704,0.0,72.3715295791626,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,24.156008005142212,1,20
0.0,25.157309770584106,0.0,97.60587072372437,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,25.224963426589966,1,20
0.0,25.066279649734497,0.0,122.7462728023529,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,25.119252920150757,1,20
0.0,25.489402532577515,0.0,148.28065252304077,12.9461,-0.0,-0.0,0.870797,2.5608,0.0,0.0,0.0,0.0,25.528246641159058,1,20
0.0129978,25.257330417633057,174.355957742,173.59725093841553,12.9461,-0.0176936,-0.0083339,0.870797,2.5608,0.240686,800.0,0.0,40.0,25.302355766296387,0.0533125628445,20
