MaxKL,MeanKL,Entropy,TotalExecTime,NumTrajs,Time,MaxReturn,AverageReturn,MinReturn,ExplainedVariance,StdReturn,AveragePolicyStd,LossBefore,ItrTime,Perplexity,LossAfter
2.03126,0.437371,2.73374,6.63335108757019,20,6.7265784740448,9600.0,1895.0,0.0,0.403867836436,2361.03261307,0.949513,0.0033069,6.726582288742065,15.3903,-0.0833215
0.315157,0.0576308,2.73705,6.416046142578125,20,13.190887451171875,18800.0,9080.0,800.0,0.646997735956,4497.95509093,0.950947,-0.0122362,6.4602789878845215,15.4413,-0.0387064
0.0646337,0.0169885,2.73093,6.4717698097229,20,19.71325707435608,18800.0,10930.0,2600.0,0.465858217007,4834.15969947,0.948052,-0.0149052,6.517015218734741,15.3471,-0.0258122
0.639774,0.124735,2.72347,6.605011224746704,20,26.386804580688477,17800.0,13070.0,8100.0,0.642586418225,2631.17844321,0.944627,-0.0212711,6.65935492515564,15.2332,-0.0649974
0.164453,0.0486462,2.71284,6.393190383911133,20,32.84779381752014,21200.0,10605.0,0.0,0.554268777348,6350.23424765,0.939634,-0.00987918,6.447254180908203,15.072,-0.024666
0.0755917,0.00766154,2.7079,6.503308057785034,20,39.40175986289978,22700.0,14655.0,0.0,0.718525862978,5948.73726097,0.937276,0.0123357,6.550201892852783,14.9977,0.00481334
0.0543157,0.0153561,2.71407,6.415257692337036,20,45.8713755607605,22400.0,15220.0,7000.0,0.726710538158,4696.65838656,0.940175,-0.00829986,6.461216926574707,15.0905,-0.0185531
