MeanKL,Entropy,MinReturn,StdReturn,AveragePolicyStd,ExplainedVariance,LossBefore,MaxKL,LossAfter,AverageReturn,Time,ItrTime,TotalExecTime,MaxReturn,Perplexity,NumTrajs
0.0,2.83788,0.0,0.0,1.0,1,-0.0,0.0,-0.0,0.0,18.265833854675293,18.265841007232666,17.965835094451904,0.0,17.0795,20
0.0,2.83788,0.0,0.0,1.0,1,-0.0,0.0,-0.0,0.0,34.76304268836975,16.48444390296936,16.334877967834473,0.0,17.0795,20
0.0,2.83788,0.0,0.0,1.0,1,-0.0,0.0,-0.0,0.0,50.93555974960327,16.16464924812317,16.095289945602417,0.0,17.0795,20
27.6255,2.83788,0.0,43.5889894354,1.0,0.126285027249,-0.00272806,1253.73,1.58353,10.0,68.44268655776978,17.46443748474121,17.236119031906128,200.0,17.0795,20
0.0,2.83651,0.0,0.0,0.999319,1,-0.0,0.0,-0.0,0.0,85.343998670578,16.888288021087646,16.701219081878662,0.0,17.0562,20
11.0,2.83651,0.0,21.7944947177,0.999319,0.0816840641476,-0.00902178,553.253,-0.176876,5.0,101.22963666915894,15.881460189819336,15.736161470413208,100.0,17.0562,20
0.0,2.832,0.0,0.0,0.997074,1,-0.0,0.0,-0.0,0.0,118.14766335487366,16.858805179595947,16.728408098220825,0.0,16.9794,20
