AverageReturn,MaxReturn,Time,Perplexity,LossBefore,MaxKL,NumTrajs,AveragePolicyStd,MeanKL,ExplainedVariance,TotalExecTime,Entropy,StdReturn,ItrTime,MinReturn,LossAfter
170.0,400.0,4.709170341491699,15.2117,0.00747834,5.55602,20,0.947542,0.417844,0.477131470733,4.630970239639282,2.72206,161.554944214,4.7091758251190186,0.0,-0.0655346
250.0,300.0,9.137098550796509,15.3258,-0.0142118,1.95307,20,0.950993,0.0939861,0.911705846991,4.3544392585754395,2.72954,50.0,4.421425104141235,200.0,-0.00619702
320.0,400.0,13.733279943466187,15.2173,-0.0146676,0.152394,20,0.947354,0.0160264,0.914440630768,4.547171354293823,2.72243,60.0,4.589816093444824,200.0,-0.0255029
325.0,400.0,18.436578512191772,15.1061,-0.0163667,0.282144,20,0.944079,0.0169475,0.898446881127,4.670873403549194,2.7151,69.8212002188,4.698118209838867,200.0,-0.0264017
360.0,500.0,23.14072823524475,14.983,0.0128643,0.343154,20,0.940209,0.0391686,0.922033827537,4.668960094451904,2.70692,58.3095189485,4.7002904415130615,300.0,-0.00538774
405.0,500.0,27.899089336395264,15.0797,-0.000298787,0.433725,20,0.943137,0.0314631,0.931536716844,4.707795143127441,2.71335,58.9491306128,4.753964185714722,300.0,-0.00872274
450.0,600.0,32.624924182891846,15.0774,-0.00621621,3.33673,20,0.943099,0.236867,0.935756213943,4.690379619598389,2.7132,59.160797831,4.719571590423584,400.0,-0.0079899
