AverageReturn,Perplexity,MaxKL,TotalExecTime,LossAfter,LossBefore,Entropy,StdReturn,NumTrajs,AveragePolicyStd,MaxReturn,ItrTime,Time,ExplainedVariance,MeanKL,MinReturn
4037.5,5.67789,9.54015,5.416492938995361,-0.350872,0.0062879,1.73658,760.160344927,40,0.58088,6200.0,5.509253025054932,5.50924825668335,0.756718687382,4.11963,2400.0
830.0,5.7137,0.955925,5.402862071990967,-0.0702073,0.0385938,1.74287,543.231074222,40,0.582252,2700.0,5.46272611618042,10.977495193481445,0.254298487972,0.482652,0.0
6535.0,5.82503,0.730284,5.475904226303101,-0.108123,-0.0358733,1.76216,853.975994979,40,0.588602,7800.0,5.514883041381836,16.498103380203247,0.893693296034,0.355899,3500.0
7642.5,5.72148,0.536553,5.30866813659668,-0.0795581,-0.0438069,1.74423,257.766852019,40,0.582748,8100.0,5.40784478187561,21.912930250167847,0.992711514301,0.128412,7100.0
7647.5,5.59752,0.361116,5.772003889083862,-0.0569635,-0.0290387,1.72232,277.477476563,40,0.575908,8400.0,5.832056760787964,27.749566555023193,0.990007494175,0.0784016,7000.0
7840.0,5.51683,0.189385,5.7505481243133545,-0.0195933,-0.00680958,1.7078,243.721152139,40,0.570969,8300.0,5.81856369972229,33.57617950439453,0.994900756206,0.00930932,7300.0
7850.0,5.49808,0.228278,5.653001070022583,-0.0352796,-0.0164298,1.7044,286.356421266,40,0.569733,8300.0,5.717110872268677,39.299150705337524,0.994290361183,0.0340871,7000.0
