MaxKL,MinReturn,LossAfter,StdReturn,Time,MaxReturn,MeanKL,ExplainedVariance,LossBefore,Entropy,Perplexity,TotalExecTime,ItrTime,NumTrajs,AveragePolicyStd,AverageReturn
0.257354,1300.0,-0.00667787,1440.65089456,8.70880937576294,6400.0,0.126174,0.493099862147,0.0157073,2.46033,11.7087,8.628028154373169,8.708815336227417,20,0.828509,3245.0
0.354407,18800.0,-0.046135,2812.89886061,17.32316493988037,28700.0,0.16581,0.65961301195,-0.00588447,2.47604,11.894,8.557667255401611,8.609420776367188,20,0.835195,23560.0
0.0548843,37600.0,-0.0138853,1092.92039966,25.457982063293457,41000.0,0.0236422,0.970591784575,-0.00402831,2.47309,11.8591,8.08161735534668,8.127336263656616,20,0.833874,39405.0
0.0021299,0.0,-0.0144773,9701.834878,33.439247131347656,40600.0,0.00086264,0.884865368747,-0.0135657,2.47108,11.8352,7.918707609176636,7.97607421875,20,0.83294,36280.0
0.0224583,0.0,-0.00786167,11896.9271243,41.42487287521362,41100.0,0.00165386,0.882869781793,-0.00558569,2.4643,11.7552,7.952804327011108,7.981436014175415,20,0.830156,35625.0
0.0138509,36900.0,-0.00402546,1080.49757057,49.3394935131073,41500.0,0.00868193,0.972889109005,-0.000581663,2.46151,11.7224,7.841262578964233,7.908911228179932,20,0.828915,39355.0
0.00664726,38500.0,0.0116977,690.724257573,57.24170279502869,40900.0,0.00248406,0.977922708585,0.01316,2.46121,11.719,7.852496147155762,7.89828085899353,20,0.828631,39770.0
