MinReturn,MaxReturn,NumTrajs,Perplexity,LossAfter,ExplainedVariance,TotalExecTime,LossBefore,MaxKL,ItrTime,Entropy,AverageReturn,AveragePolicyStd,MeanKL,Time,StdReturn
0.0,700.0,20,17.0795,15.5094,0.182179495953,17.042081117630005,-0.0018612,14826.2,17.389339447021484,2.83788,35.0,1.0,245.9,17.389333963394165,152.561463024
0.0,900.0,20,17.0477,-1.58876,0.189586010963,16.6709086894989,-0.0135683,741.228,16.922369718551636,2.83602,45.0,0.999071,12.8541,34.324703216552734,196.150452459
0.0,0.0,20,16.9324,-0.0,1,15.964134454727173,-0.0,0.0,16.247175455093384,2.82923,0.0,0.9957,0.0,50.59805488586426,0.0
0.0,0.0,20,16.9324,-0.0,1,16.397541046142578,-0.0,0.0,16.703083515167236,2.82923,0.0,0.9957,0.0,67.31139349937439,0.0
0.0,0.0,20,16.9324,-0.0,1,17.060980796813965,-0.0,0.0,17.22931933403015,2.82923,0.0,0.9957,0.0,84.56582593917847,0.0
0.0,1400.0,20,16.9324,-0.0144263,0.114646347233,17.794973134994507,-0.0129074,0.900807,17.966830015182495,2.82923,95.0,0.9957,0.00602329,102.58038020133972,318.551408724
0.0,0.0,20,16.8235,-0.0,1,17.358402490615845,-0.0,0.0,17.55095338821411,2.82278,0.0,0.99248,0.0,120.15220189094543,0.0
