Entropy,MaxReturn,MinReturn,MeanKL,ExplainedVariance,LossBefore,MaxKL,Perplexity,AveragePolicyStd,LossAfter,StdReturn,TotalExecTime,AverageReturn,ItrTime,Time,NumTrajs
1.73658,400.0,0.0,0.264311,0.0976512403073,0.000162147,2.52732,5.67789,0.58088,-0.0607705,101.980390272,5.919068336486816,40.0,6.0071210861206055,6.007117033004761,40
1.73674,1200.0,0.0,0.138436,0.561179235222,0.025302,0.627297,5.67881,0.581043,-0.0211723,277.477476563,6.154232501983643,527.5,6.227084398269653,12.237287044525146,40
1.74939,2700.0,400.0,0.195223,0.435428982898,-0.0107968,0.515946,5.75111,0.585411,-0.0745548,516.327173408,6.054732799530029,1287.5,6.11107325553894,18.359588861465454,40
1.74399,6000.0,2800.0,0.163947,0.789860642946,-0.0279178,0.439692,5.72014,0.583935,-0.0819754,725.736694677,5.935297012329102,4132.5,6.014316558837891,24.37868356704712,40
1.73004,7300.0,5500.0,0.258727,0.959536688923,-0.0703266,0.682358,5.64085,0.580307,-0.13273,440.447215907,6.061440944671631,6647.5,6.123126029968262,30.516297817230225,40
1.69487,7900.0,6700.0,0.167567,0.986644085246,-0.0413043,0.351673,5.44595,0.57011,-0.0871497,271.293199325,6.4004411697387695,7380.0,6.482052803039551,37.01025748252869,40
1.67422,8100.0,7100.0,0.016897,0.995563758512,-0.038705,0.0861115,5.33463,0.563502,-0.0483226,154.596248337,6.559751749038696,7690.0,6.641010046005249,43.65838432312012,40
