NumTrajs,LossBefore,MeanKL,Time,AveragePolicyStd,MinReturn,AverageReturn,StdReturn,LossAfter,MaxKL,ExplainedVariance,ItrTime,Entropy,MaxReturn,Perplexity,TotalExecTime
20,-0.0145972,113.329,16.59292459487915,1.0,0.0,5.0,21.7944947177,-2.3482,7265.29,0.0708180689721,16.592931032180786,2.83788,100.0,17.0795,16.30345892906189
20,-0.0106169,0.127575,33.323322057724,0.992731,0.0,40.0,152.970585408,0.0265688,12.0276,0.100071420341,16.721143007278442,2.82328,700.0,16.832,16.48761010169983
20,-0.00566556,0.485119,51.68599772453308,0.990101,0.0,60.0,220.0,-0.026603,34.5834,0.196454499833,18.329070806503296,2.81797,1000.0,16.7429,18.05730652809143
20,-0.0131773,0.000889421,67.84701466560364,0.988697,0.0,200.0,457.165178026,-0.01473,0.00599269,0.387816930847,16.13150691986084,2.81514,1800.0,16.6955,15.997103691101074
20,0.0259384,34.7029,84.32142066955566,0.98545,0.0,50.0,217.944947177,-0.576906,2367.77,0.0362169439465,16.467825412750244,2.80855,1000.0,16.5859,16.3393874168396
20,0.0215291,1.45309,102.23387265205383,0.991854,0.0,115.0,302.1175268,-0.215006,75.7686,0.109089373846,17.888894081115723,2.82152,1200.0,16.8024,17.74605917930603
20,-0.00542618,0.343591,119.05046319961548,0.997208,0.0,70.0,230.434372436,0.001271,22.2909,0.0807661368037,16.781914710998535,2.83228,1000.0,16.9842,16.65021586418152
