AverageReturn,MaxKL,TotalExecTime,ExplainedVariance,MaxReturn,MeanKL,MinReturn,NumTrajs,Entropy,StdReturn,LossAfter,Perplexity,Time,AveragePolicyStd,ItrTime,LossBefore
1480.0,0.667095,13.269764423370361,0.103295616511,4900.0,0.283393,0.0,20,2.84416,1491.84449592,-0.0392913,17.1872,13.386039972305298,1.0032,13.386040687561035,0.00459304
11380.0,0.508577,6.997984170913696,0.5009926219,17800.0,0.215244,5700.0,20,2.84875,3001.59957356,-0.06154,17.2663,20.467111587524414,1.00547,7.0784995555877686,0.000583906
6755.0,0.280028,6.196021318435669,0.396188913894,14600.0,0.131512,0.0,20,2.84905,3910.81513242,-0.0233036,17.2713,26.73200035095215,1.00563,6.258936405181885,0.0151137
15250.0,0.262886,6.23224949836731,0.779225418852,18200.0,0.114276,10000.0,20,2.8566,2160.20832329,-0.0728257,17.4023,33.01515197753906,1.00945,6.27909779548645,-0.0405149
8605.0,0.572571,6.306613445281982,0.617344454077,14500.0,0.204129,0.0,20,2.83635,4988.5343539,-0.0379306,17.0533,39.373464822769165,0.999244,6.351394891738892,0.0141017
9535.0,0.512474,6.467569828033447,0.468342908385,14200.0,0.276458,5200.0,20,2.8434,2816.96201607,-0.0984433,17.174,45.88691449165344,1.00278,6.508240699768066,-0.0280618
5160.0,0.287607,6.58787727355957,0.436881865529,10700.0,0.138365,0.0,20,2.82937,3260.58277,-0.0143757,16.9347,52.56273102760315,0.995767,6.670904636383057,0.0242942
