AverageReturn,MeanKL,AveragePolicyStd,StdReturn,Entropy,MaxKL,LossBefore,TotalExecTime,MaxReturn,ItrTime,NumTrajs,Time,Perplexity,LossAfter,ExplainedVariance,MinReturn
50.0,30.3877,1.0,162.788205961,2.83788,1758.5,0.0120174,15.837350368499756,700.0,16.161746501922607,20,16.161738872528076,17.0795,4.34638,0.226070242804,0.0
0.0,0.0,1.00604,0.0,2.84989,0.0,-0.0,15.289352416992188,0.0,15.617614269256592,20,31.79478883743286,17.286,-0.0,1,0.0
75.0,6.0601,1.00604,326.917420766,2.84989,553.819,0.00785829,15.071592330932617,1500.0,15.281588077545166,20,47.086206674575806,17.286,0.527036,0.226006494172,0.0
120.0,15.0675,1.00801,479.165942028,2.85382,701.234,0.0113117,15.378199815750122,2200.0,15.635385990142822,20,62.72848296165466,17.354,-3.19628,0.299926816326,0.0
100.0,0.559436,1.01086,372.827037646,2.85948,30.5674,-0.00338918,15.647603988647461,1700.0,15.87658166885376,20,78.61807465553284,17.4524,-0.0409635,0.100487495092,0.0
285.0,85.1198,1.01001,555.225179544,2.85778,6209.63,-0.00678488,17.91731905937195,1800.0,18.049086093902588,20,96.68301939964294,17.4229,7.19863,0.282646298486,0.0
35.0,10.955,1.00829,152.561463024,2.85439,719.055,0.00850303,17.46639919281006,700.0,17.53841280937195,20,114.2576048374176,17.3639,-0.31099,0.0456302173225,0.0
