Entropy,NumTrajs,LossAfter,StdReturn,Perplexity,MaxReturn,AveragePolicyStd,MeanKL,AverageReturn,TotalExecTime,MaxKL,Time,ItrTime,LossBefore,ExplainedVariance,MinReturn
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.684481859207153,0.0,10.761818408966064,10.761823415756226,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.625442504882812,0.0,21.44163155555725,10.675495624542236,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.68265676498413,0.0,32.178950548172,10.733768224716187,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.745670080184937,0.0,42.97819256782532,10.793732166290283,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.378466606140137,0.0,53.462645530700684,10.480389833450317,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.498254537582397,0.0,64.02518343925476,10.554089784622192,-0.0,1,0.0
2.7007,20,-0.0,0.0,14.8902,0.0,0.935103,0.0,0.0,10.504541635513306,0.0,74.58517265319824,10.552207708358765,-0.0,1,0.0
