StdReturn,Perplexity,NumTrajs,AveragePolicyStd,AverageReturn,MinReturn,MaxKL,Time,TotalExecTime,Entropy,LossAfter,ExplainedVariance,MeanKL,LossBefore,ItrTime,MaxReturn
1900.89452627,15.613,20,0.956152,1340.0,0.0,0.768265,34.540815114974976,34.12318730354309,2.7481,-0.0145004,0.280219178113,0.150399,0.00373661,34.54082274436951,6200.0
0.0,15.6714,20,0.957998,0.0,0.0,0.0,69.4202618598938,34.5643036365509,2.75184,-0.0,1,0.0,-0.0,34.86517643928528,0.0
0.0,15.6714,20,0.957998,0.0,0.0,0.0,102.13717031478882,32.467750549316406,2.75184,-0.0,1,0.0,-0.0,32.71243691444397,0.0
1351.2586725,15.6714,20,0.957998,310.0,0.0,0.0942561,137.09554815292358,34.68990135192871,2.75184,-0.00151073,0.707135015083,0.00680216,0.00328187,34.949164628982544,6200.0
5865.05541321,15.6972,20,0.958769,2975.0,0.0,0.378322,170.64488649368286,33.09229516983032,2.75348,-0.0180329,0.493508990945,0.0640209,-0.0091385,33.51576852798462,22000.0
4217.97048354,15.6256,20,0.956591,1835.0,0.0,0.251814,206.33594369888306,35.26676559448242,2.74891,-0.00433411,0.659683717133,0.0189955,0.00204867,35.6668016910553,13800.0
5654.0781742,15.6416,20,0.957085,3020.0,0.0,0.0687241,237.32837891578674,30.65328073501587,2.74994,-0.00684306,0.537119050409,0.00500465,-0.00566647,30.971638441085815,18000.0
