LossAfter,MinReturn,LossBefore,MaxReturn,AveragePolicyStd,AverageReturn,MaxKL,TotalExecTime,StdReturn,Perplexity,MeanKL,ItrTime,ExplainedVariance,NumTrajs,Entropy,Time
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,27.064240217208862,0.0,12.9461,0.0,27.265130043029785,1,20,2.5608,27.26512336730957
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,26.577473402023315,0.0,12.9461,0.0,26.71228861808777,1,20,2.5608,53.984535932540894
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,29.72689175605774,0.0,12.9461,0.0,29.953126668930054,1,20,2.5608,83.95149898529053
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,28.701693296432495,0.0,12.9461,0.0,28.849318504333496,1,20,2.5608,112.82597255706787
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,26.61223340034485,0.0,12.9461,0.0,26.74911403656006,1,20,2.5608,139.5883982181549
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,27.851041316986084,0.0,12.9461,0.0,27.908183574676514,1,20,2.5608,167.5016131401062
-0.0,0.0,-0.0,0.0,0.870797,0.0,0.0,26.956894397735596,0.0,12.9461,0.0,27.02405333518982,1,20,2.5608,194.5421531200409
