Entropy,AverageReturn,NumTrajs,LossAfter,MeanKL,MaxKL,StdReturn,LossBefore,Time,TotalExecTime,MaxReturn,ItrTime,MinReturn,AveragePolicyStd,Perplexity,ExplainedVariance
2.83788,0.0,20,-0.0,0.0,0.0,0.0,-0.0,11.909786462783813,11.801337718963623,0.0,11.909792423248291,0.0,1.0,17.0795,1
2.83788,0.0,20,-0.0,0.0,0.0,0.0,-0.0,23.95910668373108,11.959154605865479,0.0,12.045212507247925,0.0,1.0,17.0795,1
2.83788,80.0,20,0.330795,1.08311,103.729,348.711915483,0.00135453,35.46497678756714,11.435791730880737,1600.0,11.49177885055542,0.0,1.0,17.0795,0.071954816865
2.83855,25.0,20,-0.00626993,0.0375591,6.0769,108.972473589,-0.00147095,47.136906147003174,11.536127090454102,500.0,11.643475770950317,0.0,1.00035,17.091,0.0947162383613
2.83782,40.0,20,0.0391642,0.59911,63.7051,174.355957742,0.015718,58.42194843292236,11.109302043914795,800.0,11.269685745239258,0.0,0.999971,17.0785,0.138485707631
2.84568,50.0,20,5.41094,50.6799,3186.59,217.944947177,0.0139383,69.46943807601929,10.972007989883423,1000.0,11.034704446792603,0.0,1.00391,17.2132,0.145917151899
2.85265,0.0,20,-0.0,0.0,0.0,0.0,-0.0,80.43263721466064,10.850902318954468,0.0,10.955160856246948,0.0,1.00741,17.3336,1
