MaxKL,Entropy,ExplainedVariance,NumTrajs,TotalExecTime,AveragePolicyStd,AverageReturn,LossAfter,Time,StdReturn,Perplexity,MinReturn,LossBefore,MaxReturn,ItrTime,MeanKL
0.770093,2.64941,0.803986930108,20,7.22552752494812,0.917354,17725.0,-0.0578795,7.291157960891724,2285.79854755,14.1457,11200.0,-0.0111414,21500.0,7.291162967681885,0.350515
0.331725,2.63827,0.980121174838,20,7.318957090377808,0.911525,20205.0,-0.0318852,14.662488460540771,661.418929273,13.989,18900.0,-0.0169167,21300.0,7.366469383239746,0.045082
0.256575,2.62981,0.98689732281,20,6.978864669799805,0.907061,20760.0,-0.0116472,21.676893711090088,454.312667664,13.8712,19700.0,0.00606212,21400.0,7.007686614990234,0.0630453
0.254607,2.63285,0.989967587735,20,7.239396333694458,0.907984,21085.0,-0.0219925,28.96133327484131,300.457983751,13.9133,20600.0,-0.0115243,21800.0,7.280421257019043,0.0275152
0.296309,2.62708,0.972242302904,20,7.229590177536011,0.906119,20860.0,-0.0503302,36.247358560562134,809.56778592,13.8334,18800.0,-0.0208139,21700.0,7.280939102172852,0.105514
0.150542,2.61668,0.988268758269,20,7.236464023590088,0.901466,21080.0,-0.036004,43.59140181541443,414.246303544,13.6901,20200.0,-0.0256881,21800.0,7.339291334152222,0.0271955
0.295899,2.60383,0.985413491296,20,7.219605207443237,0.895901,21250.0,-0.0320791,50.87495946884155,531.507290637,13.5154,19300.0,-0.0201523,21800.0,7.279879093170166,0.0350947
