StdReturn,AveragePolicyStd,NumTrajs,ExplainedVariance,Entropy,AverageReturn,TotalExecTime,MaxReturn,MinReturn,LossAfter,LossBefore,Time,MeanKL,Perplexity,ItrTime,MaxKL
722.080327941,0.58088,40,0.729748614972,1.73658,3440.0,6.100958585739136,5100.0,2200.0,-0.321713,-0.0270723,6.256566047668457,3.11418,5.67789,6.256573438644409,7.43905
355.659598493,0.573409,40,0.98348563469,1.70951,7427.5,5.846112251281738,8000.0,6500.0,-0.114954,-0.0618292,12.147489786148071,0.181535,5.52624,5.8867247104644775,0.752185
284.209429822,0.563607,40,0.991467919213,1.67859,7715.0,6.1461098194122314,8200.0,7200.0,-0.0562006,-0.0323831,18.33089256286621,0.076342,5.35801,6.180387258529663,0.709715
269.072480941,0.558746,40,0.992233045609,1.6624,7890.0,6.064684152603149,8300.0,7100.0,-0.0683445,-0.0494383,24.47649574279785,0.0684196,5.27195,6.136972665786743,0.237658
279.776696671,0.551575,40,0.992407123341,1.63768,7885.0,6.215823411941528,8200.0,7100.0,-0.0335686,-0.00212462,30.750797986984253,0.131748,5.14323,6.2676873207092285,1.00074
243.605726534,0.550962,40,0.994280153808,1.63662,7962.5,6.11417555809021,8300.0,7400.0,-0.022429,0.00226627,36.96311664581299,0.116498,5.13777,6.200791597366333,0.379864
253.167434715,0.551052,40,0.99422929306,1.63775,7987.5,6.102611064910889,8300.0,7400.0,-0.0312376,-0.0089062,43.12167310714722,0.0465432,5.1436,6.1502015590667725,0.341898
