MeanKL,StdReturn,Entropy,AverageReturn,Time,MaxKL,MaxReturn,ItrTime,MinReturn,TotalExecTime,LossBefore,AveragePolicyStd,LossAfter,ExplainedVariance,NumTrajs,Perplexity
1.59588,685.547226674,2.79458,1245.0,7.078712463378906,131.669,2700.0,7.078716993331909,0.0,6.989369869232178,0.0113943,0.982009,-0.145989,0.31596541545,40,16.3558
0.0577461,2813.13770548,2.80598,4222.5,15.184927225112915,7.59612,7400.0,8.097171783447266,0.0,7.998406648635864,0.0183749,0.988668,-0.00357678,0.646623229055,40,16.5432
0.128447,2452.26425982,2.81517,4070.0,21.897303819656372,2.84784,7200.0,6.708214521408081,0.0,6.641757011413574,0.00462627,0.992844,-0.0525971,0.672660754215,40,16.6959
0.0825127,1799.99826389,2.81748,4852.5,28.86709952354431,13.9047,6800.0,6.962502717971802,0.0,6.90861701965332,0.000905398,0.994197,-0.0294751,0.728102047971,40,16.7346
0.0199004,1956.72558117,2.81793,5665.0,35.86283302307129,5.01488,7200.0,6.992751359939575,0.0,6.902164936065674,-0.0232461,0.994364,-0.0419298,0.808922104307,40,16.7422
0.112595,1079.80322281,2.80631,6055.0,42.40339684486389,25.5714,7200.0,6.535775661468506,500.0,6.460633277893066,-0.0285711,0.988551,-0.065033,0.861393582554,40,16.5487
0.188723,2164.48463843,2.79202,5652.5,48.86106610298157,46.4911,7700.0,6.449465036392212,200.0,6.3962414264678955,-0.0140406,0.981168,-0.0541479,0.752116676033,40,16.314
