MinReturn,Perplexity,Time,TotalExecTime,ItrTime,NumTrajs,StdReturn,ExplainedVariance,LossBefore,Entropy,AverageReturn,LossAfter,AveragePolicyStd,MaxKL,MaxReturn,MeanKL
100.0,15.4937,4.986338138580322,4.9291768074035645,4.986340045928955,20,770.649077077,0.373034135965,0.00275378,2.74043,1490.0,-0.0369349,0.95435,1.3009,3400.0,0.291539
0.0,15.5364,9.890212535858154,4.846795558929443,4.898576736450195,20,4162.02775099,0.700817427058,-0.00321418,2.74319,11505.0,-0.0270752,0.955353,0.411839,15500.0,0.13526
0.0,15.5115,14.847914934158325,4.910167694091797,4.953947305679321,20,9614.48256538,0.795557112653,0.0232433,2.74158,14615.0,0.0138847,0.954669,0.313175,22300.0,0.0270975
0.0,15.6928,19.58154606819153,4.693641424179077,4.728676795959473,20,4712.79110507,0.862673045302,-0.00060153,2.7532,19960.0,-0.00489917,0.960409,0.168873,22800.0,0.0219934
0.0,15.6881,24.2311851978302,4.589226961135864,4.644085168838501,20,4705.37989965,0.840660733413,0.003066,2.7529,19180.0,-0.00410416,0.960394,0.0946399,22700.0,0.00818249
19000.0,15.7121,29.08222532272339,4.805325031280518,4.842575311660767,20,1110.5854312,0.963408604407,0.00386143,2.75443,20860.0,-0.0106476,0.961164,0.313176,22600.0,0.0618081
20900.0,15.7425,33.87877416610718,4.747767686843872,4.792169094085693,20,466.342149071,0.991062295321,-0.00263709,2.75636,21945.0,-0.0141428,0.96247,0.239095,22600.0,0.0265715
