AverageReturn,LossAfter,Entropy,ItrTime,MeanKL,MaxKL,Perplexity,NumTrajs,AveragePolicyStd,ExplainedVariance,MinReturn,MaxReturn,Time,StdReturn,LossBefore,TotalExecTime
2150.0,-0.070416,2.69307,11.950846195220947,0.300936,1.55515,14.777,20,0.930467,0.136613797929,0.0,8400.0,11.950840711593628,1948.71752699,-0.0248,11.840112447738647
20685.0,-0.0605947,2.66827,11.584549903869629,0.126905,0.772467,14.4151,20,0.91886,0.960304610506,18600.0,22000.0,23.539490699768066,968.645962155,-0.0329981,11.497397661209106
21140.0,0.00446533,2.65177,11.35837697982788,0.0135953,0.158759,14.1792,20,0.911205,0.986128616959,19700.0,22200.0,34.905226707458496,634.350061086,0.0140551,11.28550410270691
21605.0,-0.0240839,2.6588,12.136378765106201,0.0608909,0.901709,14.2792,20,0.914395,0.989761095498,20800.0,22200.0,47.05334782600403,434.137075127,-0.00537663,12.01971983909607
21645.0,-0.0384906,2.65611,11.62187647819519,0.0456407,1.11307,14.2408,20,0.91322,0.987957497136,20600.0,22400.0,58.68444585800171,542.655507666,-0.0237835,11.567569255828857
21550.0,-0.045356,2.64422,11.489427089691162,0.0927886,0.836464,14.0725,20,0.907819,0.978138838004,19900.0,22500.0,70.18022727966309,794.040301244,-0.0233199,11.364164113998413
21515.0,-0.0112232,2.63256,11.44826054573059,0.0059269,0.0994875,13.9094,20,0.902545,0.989945217572,20400.0,22300.0,81.63228702545166,416.263137931,-0.00748706,11.391820669174194
