StdReturn,Perplexity,Time,MaxKL,MaxReturn,MinReturn,ExplainedVariance,MeanKL,Entropy,LossAfter,AverageReturn,LossBefore,NumTrajs,TotalExecTime,ItrTime,AveragePolicyStd
584.807660689,21.7921,23.84205985069275,4.95695,2400.0,0.0,0.404983315989,0.0251864,3.08155,-0.0146069,500.0,-0.00698121,20,23.684831619262695,23.842061519622803,1.12957
1108.27568772,21.6405,47.60823941230774,0.0422289,4600.0,0.0,0.192013027381,0.00105465,3.07457,-0.00295934,815.0,-0.00141656,20,23.558725595474243,23.762064933776855,1.12564
495.454336947,21.6252,73.16604399681091,0.465143,1800.0,0.0,0.306862701325,0.0042158,3.07386,0.0148546,395.0,0.0185475,20,25.446372985839844,25.551352739334106,1.12523
540.624638728,21.8267,101.78727269172668,0.368292,1900.0,0.0,0.339031592663,0.00686908,3.08313,-0.00352705,435.0,0.000374163,20,28.29590153694153,28.61277151107788,1.13046
496.261020029,21.8308,129.15247321128845,0.0827835,1600.0,0.0,0.295452338301,0.00158905,3.08332,0.000825375,385.0,0.00327915,20,27.282987117767334,27.362319707870483,1.13057
577.472943089,21.8666,154.18430614471436,0.0831154,2300.0,0.0,0.307901956718,0.00246885,3.08496,0.00798658,505.0,0.0101253,20,24.950615644454956,25.0222749710083,1.1315
391.02429592,21.9776,177.10099124908447,6.09542,1100.0,0.0,0.372310449848,0.0167303,3.09002,-0.00561109,410.0,0.000249483,20,22.80929946899414,22.89348530769348,1.13437
