MeanKL,ExplainedVariance,StdReturn,Time,LossBefore,AveragePolicyStd,LossAfter,AverageReturn,ItrTime,Entropy,MaxReturn,Perplexity,MaxKL,NumTrajs,TotalExecTime,MinReturn
0.417844,0.477131470733,161.554944214,5.013978481292725,0.00747833,0.947542,-0.0655346,170.0,5.013982772827148,2.72206,400.0,15.2117,5.55602,20,4.942984580993652,0.0
0.0939862,0.911705842994,50.0,9.92364764213562,-0.0142118,0.950993,-0.00619701,250.0,4.906981706619263,2.72954,300.0,15.3258,1.95307,20,4.8279924392700195,200.0
0.0160262,0.914440630632,60.0,14.718302488327026,-0.0146676,0.947354,-0.0255029,320.0,4.791062831878662,2.72243,400.0,15.2173,0.152393,20,4.733338832855225,200.0
0.0169476,0.898446880315,69.8212002188,19.812556266784668,-0.0163667,0.944079,-0.0264017,325.0,5.086520671844482,2.7151,400.0,15.1061,0.282144,20,5.053608179092407,200.0
0.0391687,0.922033826185,58.3095189485,24.849775075912476,0.0128643,0.940209,-0.00538775,360.0,5.033466815948486,2.70692,500.0,14.983,0.343155,20,5.007336139678955,300.0
0.0314631,0.931536712343,58.9491306128,29.918683767318726,-0.000298787,0.943137,-0.00872274,405.0,5.063616514205933,2.71335,500.0,15.0797,0.433723,20,5.023677110671997,300.0
0.236867,0.935756221482,59.160797831,34.963202476501465,-0.0062162,0.943099,-0.00798982,450.0,5.034621953964233,2.7132,600.0,15.0774,3.33673,20,5.004461288452148,400.0
