Entropy,AverageReturn,NumTrajs,TotalExecTime,Time,ItrTime,LossBefore,StdReturn,MeanKL,MinReturn,MaxKL,ExplainedVariance,LossAfter,Perplexity,MaxReturn,AveragePolicyStd
3.08155,155.0,20,19.223134517669678,19.33539891242981,19.3354012966156,-0.00020981,440.993197226,0.0116991,0.0,2.77438,0.40856119972,-0.00512496,21.7921,1700.0,1.12957
3.08134,105.0,20,17.128158807754517,36.57771849632263,17.239445447921753,-0.00345044,233.39880034,0.0100282,0.0,0.634269,0.276738723692,-0.00769825,21.7875,900.0,1.12945
3.07961,195.0,20,17.603197813034058,54.27268743515015,17.68868136405945,-0.00709035,418.897362131,0.00190857,0.0,0.140801,0.362381251383,-0.0091308,21.75,1700.0,1.1285
3.07607,65.0,20,18.046597480773926,72.41667127609253,18.127872467041016,0.00978917,210.416254125,0.00447214,0.0,0.751941,0.288447519022,0.00674838,21.673,900.0,1.12649
3.08096,255.0,20,18.213913679122925,90.70507168769836,18.2820885181427,-7.34637e-05,536.166951611,0.0062961,0.0,0.915034,0.320134343596,-0.00361229,21.7794,2300.0,1.12924
3.08093,15.0,20,18.440605878829956,109.22671842575073,18.510687589645386,0.0152052,47.6969600708,0.0137756,0.0,0.64112,0.347591262193,0.00849322,21.7785,200.0,1.12924
3.08853,360.0,20,17.994483947753906,127.31811308860779,18.083121299743652,0.0152405,850.529246999,0.0005613,0.0,0.143482,0.382039149677,0.0141995,21.9447,3700.0,1.13354
