AveragePolicyStd,ExplainedVariance,NumTrajs,LossBefore,Perplexity,ItrTime,Entropy,TotalExecTime,StdReturn,MaxReturn,LossAfter,MeanKL,MinReturn,AverageReturn,MaxKL,Time
1.00326,0.298057721835,20,-0.00486257,17.1557,10.838486433029175,2.84233,10.75800633430481,3805.58799662,15600.0,-0.0519351,0.241449,0.0,5350.0,0.585464,10.83847713470459
1.00078,0.289687233402,20,-0.0097235,17.0725,10.423281908035278,2.83747,10.310330867767334,43.5889894354,200.0,-0.0123995,0.00151843,0.0,10.0,0.0351515,21.26673412322998
0.99839,0.490200853159,20,-0.00304226,16.9897,10.610882759094238,2.8326,10.567951679229736,562.672195865,2300.0,-0.00884774,0.0120699,0.0,180.0,0.0539516,31.880455255508423
0.997403,0.388863852234,20,-0.0178369,16.9639,10.718119382858276,2.83108,10.6341233253479,1773.55575046,7300.0,-0.0230236,0.0115421,0.0,950.0,0.070584,42.606494426727295
0.993045,0.484000969999,20,-0.00963536,16.8132,10.538247108459473,2.82217,10.40648102760315,4826.64479737,14800.0,-0.0368116,0.0935758,0.0,4150.0,0.437885,53.14891481399536
0.990604,0.606086963067,20,-0.031349,16.7324,10.72310996055603,2.81735,10.674046754837036,7013.95038477,25600.0,-0.0418777,0.0288233,0.0,16650.0,0.112498,63.88045263290405
0.982872,0.613779559153,20,-0.01553,16.4722,10.708346605300903,2.80167,10.659732818603516,7614.80630089,26000.0,-0.026529,0.0326239,0.0,13835.0,0.104238,74.59453463554382
