AveragePolicyStd,MinReturn,StdReturn,TotalExecTime,Perplexity,ExplainedVariance,AverageReturn,ItrTime,Time,MaxKL,MeanKL,MaxReturn,NumTrajs,LossAfter,Entropy,LossBefore
0.87453,18700.0,684.452335813,6.651493072509766,13.0471,0.980349846784,20705.0,6.7369606494903564,6.736954212188721,0.287187,0.13322,21700.0,20,-0.044184,2.56857,-0.0213077
0.865129,17400.0,1060.84871683,6.266942739486694,12.7721,0.949132549659,19760.0,6.345060586929321,13.085622787475586,1.2059,0.472446,21300.0,20,-0.124463,2.54726,-0.0105145
0.862682,17000.0,1020.42883142,6.345817804336548,12.7051,0.971920287247,20765.0,6.374796390533447,19.467166900634766,0.298597,0.0979812,21700.0,20,-0.0678841,2.542,-0.0372472
0.854719,20800.0,293.428015022,6.301849365234375,12.4707,0.991504211949,21330.0,6.335660219192505,25.809924840927124,0.0959381,0.0109848,21900.0,20,-0.0203017,2.52338,-0.0136797
0.851739,20500.0,278.343313194,6.538954257965088,12.3857,0.99223791734,21405.0,6.580274820327759,32.39870309829712,0.0772929,0.0103848,21900.0,20,0.000887385,2.51654,0.00540573
0.852886,20800.0,274.362898366,6.475733518600464,12.4192,0.992554335707,21435.0,6.5071728229522705,38.90956377983093,0.0748294,0.0167694,21900.0,20,-0.0349537,2.51924,-0.0270294
0.847126,21000.0,213.307290077,6.388921022415161,12.2525,0.993015858901,21450.0,6.488840341567993,45.405155420303345,0.0347941,0.00328455,21900.0,20,-0.0186969,2.50573,-0.01454
