MaxReturn,AverageReturn,MinReturn,Time,NumTrajs,MeanKL,Perplexity,Entropy,ExplainedVariance,StdReturn,LossAfter,TotalExecTime,LossBefore,MaxKL,AveragePolicyStd,ItrTime
3500.0,805.0,0.0,12.684973955154419,20,0.00732579,21.7921,3.08155,0.422390108279,1154.76188022,-0.000342071,12.585126638412476,0.00422006,0.801606,1.12957,12.684981107711792
4300.0,530.0,0.0,25.689709901809692,20,0.0191007,21.8843,3.08577,0.394667086297,1177.32748205,-0.00276205,12.909240484237671,0.00208488,2.457,1.13196,13.000083684921265
2800.0,290.0,0.0,37.939380168914795,20,0.01505,21.9071,3.08681,0.419176294848,724.499827467,-0.00615055,12.180665016174316,-0.00374331,7.91321,1.13254,12.24239706993103
5100.0,1185.0,0.0,50.60686182975769,20,0.0076262,21.8661,3.08494,0.325117123402,1709.46629098,0.00295996,12.601447582244873,0.00648152,0.800971,1.13148,12.659493684768677
2900.0,395.0,0.0,63.897340297698975,20,0.00359271,21.9371,3.08818,0.377451769117,787.067341465,0.00243694,13.236491680145264,0.00529562,0.158902,1.13332,13.280327558517456
2100.0,205.0,0.0,77.14675045013428,20,0.00459848,21.9953,3.09083,0.333087625759,499.474724085,-0.0195725,13.194874286651611,-0.0148867,0.509533,1.13485,13.244117259979248
5500.0,620.0,0.0,90.29176712036133,20,0.010867,21.8322,3.08338,0.432522168205,1365.86968632,0.0185972,13.062408685684204,0.0245036,0.594059,1.13063,13.14040493965149
