Entropy,AveragePolicyStd,ItrTime,LossBefore,Time,Perplexity,NumTrajs,ExplainedVariance,StdReturn,TotalExecTime,LossAfter,MaxReturn,MinReturn,AverageReturn,MaxKL,MeanKL
2.73374,0.949513,11.918899774551392,0.0168102,11.918894052505493,15.3903,20,0.190899253534,2013.45474248,11.805756568908691,-0.00452327,6900.0,0.0,2000.0,1.16123,0.219209
2.75055,0.95747,11.802101850509644,-0.00969483,23.728314638137817,15.6512,20,0.744602335995,6587.07825974,11.737544298171997,-0.0234643,20800.0,1700.0,13880.0,0.178504,0.0373597
2.7457,0.955186,11.51820421218872,-0.00521866,35.25089192390442,15.5755,20,0.733368809493,4910.2953068,11.471546649932861,-0.0177553,21400.0,0.0,16300.0,0.658057,0.0551349
2.74309,0.953899,11.472877979278564,-0.0315337,46.729013204574585,15.5349,20,0.81798089607,3583.21085062,11.432505369186401,-0.0418771,20700.0,3700.0,17560.0,0.280548,0.0231766
2.72733,0.946399,11.858670949935913,-0.0280942,58.609254121780396,15.2919,20,0.79898154576,4996.83900081,11.80026626586914,-0.0506087,21300.0,200.0,16840.0,0.528911,0.0776354
2.71328,0.939714,11.867406368255615,-0.00889038,70.48130369186401,15.0786,20,0.809582392635,7534.61346056,11.711227655410767,-0.0328608,20800.0,0.0,13460.0,0.377934,0.0491527
2.70883,0.937583,11.133763551712036,0.00189876,81.62183499336243,15.0117,20,0.842581998546,5600.97089798,11.069027185440063,-0.00674542,22000.0,0.0,18275.0,0.0855628,0.0221118
