MeanKL,LossAfter,LossBefore,AveragePolicyStd,Perplexity,MinReturn,MaxReturn,NumTrajs,StdReturn,Entropy,ItrTime,MaxKL,AverageReturn,Time,ExplainedVariance,TotalExecTime
2.62321,-0.193321,0.0235898,0.82843,11.4353,0.0,1800.0,40,513.784974479,2.4367,4.416957378387451,7.44907,645.0,4.416954040527344,0.192022145812,4.365097522735596
3.12558,-0.137332,0.00975184,0.841883,11.7082,2800.0,6300.0,40,712.91216149,2.46029,3.9214377403259277,6.72011,4697.5,8.3411226272583,0.815401255527,3.883403778076172
3.89888,-0.222125,0.0515542,0.843717,11.7655,100.0,1300.0,40,255.734237051,2.46517,3.8400163650512695,5.81083,410.0,12.18392300605774,0.217778271468,3.795759439468384
3.0307,-0.194711,-0.0642909,0.852932,12.0727,5700.0,7500.0,40,445.470257144,2.49095,3.4990077018737793,7.07864,6682.5,15.691004276275635,0.955070238317,3.469180107116699
1.07745,-0.0728117,0.0132031,0.840718,11.6908,0.0,600.0,40,169.539818332,2.4588,4.261630296707153,1.69762,177.5,19.958182096481323,0.159388454113,4.1914918422698975
5.24143,-0.322751,-0.01767,0.842801,11.7682,3900.0,7400.0,40,716.026361247,2.4654,4.449584007263184,7.55287,6067.5,24.41536521911621,0.903406732002,4.397921085357666
0.647568,-0.0416165,0.0194131,0.840005,11.6647,0.0,1200.0,40,285.646197244,2.45657,4.206496238708496,1.32678,512.5,28.631179571151733,0.510235781476,4.1632163524627686
