MinReturn,AverageReturn,Time,AveragePolicyStd,Perplexity,NumTrajs,StdReturn,Entropy,LossAfter,TotalExecTime,LossBefore,ItrTime,MaxKL,ExplainedVariance,MaxReturn,MeanKL
0.0,0.0,8.916065454483032,0.92455,14.5788,20,0.0,2.67957,-0.0,8.834970712661743,-0.0,8.916070461273193,0.0,1,0.0,0.0
0.0,0.0,17.580480813980103,0.92455,14.5788,20,0.0,2.67957,-0.0,8.546509742736816,-0.0,8.660728216171265,0.0,1,0.0,0.0
0.0,0.0,26.041417121887207,0.92455,14.5788,20,0.0,2.67957,-0.0,8.407890558242798,-0.0,8.455869674682617,0.0,1,0.0,0.0
0.0,0.0,34.034509897232056,0.92455,14.5788,20,0.0,2.67957,-0.0,7.964041233062744,-0.0,7.9893810749053955,0.0,1,0.0,0.0
0.0,0.0,42.06405305862427,0.92455,14.5788,20,0.0,2.67957,-0.0,7.994070291519165,-0.0,8.025426864624023,0.0,1,0.0,0.0
0.0,0.0,50.1211838722229,0.92455,14.5788,20,0.0,2.67957,-0.0,8.014798879623413,-0.0,8.053525447845459,0.0,1,0.0,0.0
0.0,35.0,58.091721296310425,0.92455,14.5788,20,152.561463024,2.67957,-0.00900556,7.940077543258667,-0.0036408,7.966749668121338,0.356277,0.0550335029669,700.0,0.0174267
