Entropy,MaxReturn,MinReturn,AveragePolicyStd,ItrTime,AverageReturn,TotalExecTime,NumTrajs,Time,LossAfter,LossBefore,MeanKL,ExplainedVariance,MaxKL,Perplexity,StdReturn
2.40341,100.0,0.0,0.805297,4.998717784881592,2.5,4.929550647735596,40,4.998713970184326,-0.0247445,0.0224525,0.209015,0.0273382647172,37.7726,11.0609,15.612494996
2.42586,1300.0,0.0,0.814646,4.630569934844971,95.0,4.543156385421753,40,9.635267972946167,-0.00109554,0.0134462,0.0308454,0.125704919916,0.853063,11.312,227.980262304
2.43259,1700.0,0.0,0.817396,4.503507852554321,240.0,4.477335453033447,40,14.142142057418823,-0.0420677,-0.0235732,0.0401598,0.197884470291,2.38239,11.3883,365.923489271
2.4208,1900.0,0.0,0.81262,4.614345550537109,487.5,4.566881418228149,40,18.760842084884644,-0.00301609,0.0183441,0.0401457,0.232894296701,2.83856,11.2549,483.31537323
2.42997,2100.0,0.0,0.81664,4.688213586807251,662.5,4.654943466186523,40,23.45811367034912,-0.038693,-0.0164394,0.0372565,0.352950580992,0.499151,11.3586,513.657230067
2.42175,2900.0,100.0,0.813473,4.679942607879639,1352.5,4.648298740386963,40,28.14248490333557,-0.0701724,-0.029362,0.0903318,0.355223524793,3.72401,11.2656,725.943351784
2.40707,5000.0,200.0,0.807646,4.683131217956543,2312.5,4.645920515060425,40,32.83053016662598,-0.0598278,-0.00839213,0.109573,0.414906651381,2.85015,11.1014,1108.6450063
