Perplexity,AverageReturn,Time,LossBefore,LossAfter,MaxKL,MeanKL,AveragePolicyStd,MinReturn,ItrTime,NumTrajs,MaxReturn,TotalExecTime,StdReturn,ExplainedVariance,Entropy
15.3903,135.0,6.646719455718994,0.00700161,-0.016616,1.93656,0.115271,0.949513,0.0,6.646722078323364,20,1100.0,6.560192346572876,332.076798346,0.297342633446,2.73374
15.4985,1295.0,13.087611198425293,0.00859581,-0.00120216,0.208135,0.015148,0.952812,0.0,6.437606573104858,20,3300.0,6.390110969543457,1012.16352434,0.469486281433,2.74074
15.5652,1700.0,19.54462742805481,0.00990703,-0.00664105,1.32074,0.0638346,0.954832,0.0,6.454026222229004,20,5600.0,6.427382469177246,1224.33655504,0.541752012263,2.74504
15.6425,1450.0,26.070714712142944,0.00792701,-0.00990231,0.37387,0.0670202,0.957171,0.0,6.522921562194824,20,4300.0,6.486746072769165,1265.89889012,0.481038777187,2.74999
15.7046,2085.0,32.66772437095642,0.00212182,-0.00312503,0.341706,0.00763733,0.959127,1000.0,6.582693815231323,20,8600.0,6.54013729095459,1655.98158202,0.538942783593,2.75396
15.7213,3125.0,39.16405630111694,-0.00913868,-0.0163473,0.168069,0.0229059,0.959534,1000.0,6.488013029098511,20,14600.0,6.454346418380737,2951.9273365,0.599980460954,2.75502
15.6496,2505.0,45.63966107368469,-0.00760052,-0.0112793,0.159716,0.0124152,0.957388,800.0,6.4696924686431885,20,10500.0,6.424932241439819,1996.86629497,0.586803942937,2.75045
