ItrTime,AverageReturn,LossAfter,MinReturn,Time,MaxReturn,LossBefore,MeanKL,Entropy,ExplainedVariance,TotalExecTime,Perplexity,MaxKL,NumTrajs,AveragePolicyStd,StdReturn
3.671658992767334,177.5,-0.0238302,0.0,3.6716556549072266,700.0,0.0177191,0.288084,2.4367,0.173066236656,3.6137821674346924,11.4353,1.63811,40,0.82843,176.759016743
3.3828365802764893,1035.0,-0.0702579,300.0,7.062332630157471,2000.0,0.0316732,1.07688,2.45442,0.434656142146,3.2961230278015137,11.6397,2.82812,40,0.837462,377.193584251
3.3644227981567383,6025.0,-0.190386,3500.0,10.429762840270996,7700.0,-0.0438062,1.06668,2.47026,0.858634934943,3.312235116958618,11.8255,2.45008,40,0.842454,943.331861012
3.7463419437408447,7452.5,-0.208642,6800.0,14.184289932250977,8000.0,-0.0649558,2.2996,2.44836,0.986161486937,3.696441650390625,11.5693,3.72318,40,0.833639,287.217252267
3.2828001976013184,1047.5,-0.2506,0.0,17.47237801551819,2400.0,0.0276678,4.02767,2.41588,0.4357112622,3.2545604705810547,11.1996,7.10043,40,0.82183,648.840311633
3.4151055812835693,3932.5,-0.175814,2000.0,20.8930721282959,5600.0,-0.00170442,3.49195,2.42971,0.731794293002,3.374598503112793,11.3556,8.5052,40,0.825798,833.182903089
3.5226495265960693,435.0,-0.0939836,0.0,24.424002408981323,1200.0,0.0586549,1.84891,2.42886,0.251692230845,3.491175413131714,11.3459,3.3314,40,0.825526,301.288897904
