AverageReturn,AveragePolicyStd,MaxReturn,StdReturn,ExplainedVariance,Entropy,TotalExecTime,MinReturn,MeanKL,LossBefore,LossAfter,Perplexity,NumTrajs,MaxKL,ItrTime,Time
12405.0,0.930467,18200.0,2909.54893411,0.60574714507,2.69307,11.539136409759521,5800.0,1.05121,0.00671968,-0.180013,14.777,20,3.60815,11.637141466140747,11.637134790420532
1910.0,0.93389,7800.0,2023.58592602,0.10236769434,2.69979,11.457833528518677,0.0,0.105779,0.0033057,-0.0323021,14.8766,20,0.559063,11.546044111251831,23.19489288330078
17760.0,0.934613,22000.0,2436.88325531,0.820271846556,2.70145,11.690440893173218,10800.0,0.0985874,-0.00553373,-0.0365992,14.9013,20,0.733844,11.773934841156006,34.97893261909485
20680.0,0.933202,22500.0,955.300999685,0.972365502238,2.69868,11.451021909713745,19300.0,0.0373451,-0.00197602,-0.0147295,14.8601,20,0.519993,11.514437675476074,46.499489068984985
20820.0,0.93274,22900.0,1424.28929646,0.94306675353,2.69769,11.239096641540527,17000.0,0.0383692,0.0147257,-0.000436282,14.8454,20,0.343152,11.28349256515503,57.79153776168823
20505.0,0.935994,23100.0,1092.00503662,0.958665748742,2.70505,11.421142101287842,18900.0,0.017604,-0.0148056,-0.0211419,14.9551,20,0.554566,11.492475271224976,69.28991913795471
20780.0,0.932568,22600.0,1153.51636313,0.958141519327,2.69765,11.432642698287964,18900.0,0.0138938,-0.0107781,-0.0197326,14.8448,20,0.415373,11.47258996963501,80.77640080451965
