Perplexity,TotalExecTime,LossAfter,Entropy,NumTrajs,ItrTime,MeanKL,ExplainedVariance,StdReturn,MaxKL,MaxReturn,Time,AveragePolicyStd,MinReturn,AverageReturn,LossBefore
14.1457,5.643276214599609,-0.0901182,2.64941,20,5.739981412887573,0.516564,0.926527105991,1403.56688476,2.12519,20900.0,5.739974498748779,0.917354,15700.0,18700.0,-0.0182533
13.8899,5.545946836471558,-0.0110017,2.63116,20,5.630174398422241,0.0153441,0.951581258097,1201.86313697,0.0304521,21100.0,11.374176502227783,0.91024,16400.0,19855.0,-0.00291896
13.8696,5.738915681838989,-0.0123631,2.6297,20,5.765296936035156,0.0027342,0.988370780717,422.610932182,0.0297132,21400.0,17.143834829330444,0.909608,19800.0,20680.0,-0.00905557
13.807,5.961120128631592,-0.0130748,2.62517,20,6.014561414718628,0.0391275,0.984684053705,525.808900647,0.240239,21800.0,23.162790060043335,0.907263,19600.0,20805.0,0.00192695
13.8203,5.7730278968811035,-0.0477488,2.62614,20,5.808056592941284,0.111914,0.964836342606,1009.09613021,0.36625,21700.0,28.981323957443237,0.907879,17900.0,20685.0,-0.0193442
13.6873,5.879762887954712,-0.0326113,2.61646,20,5.941732406616211,0.0384724,0.977711027934,692.09825892,0.166397,21700.0,34.93006110191345,0.903591,18700.0,20800.0,-0.0194859
13.5545,5.874256372451782,-0.0440756,2.60672,20,5.90489935874939,0.0341812,0.983351974316,641.463171195,0.256055,21700.0,40.8411328792572,0.899003,18800.0,20995.0,-0.0314953
