Perplexity,LossBefore,TotalExecTime,MaxKL,Time,NumTrajs,MinReturn,AveragePolicyStd,AverageReturn,ExplainedVariance,LossAfter,MaxReturn,ItrTime,Entropy,StdReturn,MeanKL
15.4937,0.0163348,4.881008148193359,1.65881,4.940732002258301,20,2300.0,0.95435,4345.0,0.235055947195,-0.0770766,8600.0,4.940737247467041,2.74043,1731.03292863,0.548975
15.7489,-0.00636368,4.772218465805054,0.441831,9.761882781982422,20,7700.0,0.961451,15535.0,0.687769259971,-0.0642723,20500.0,4.817086458206177,2.75677,3156.94076599,0.180925
15.6988,-0.00995143,4.784297943115234,0.100781,14.600526571273804,20,15500.0,0.959929,19785.0,0.945018993294,-0.0183834,21400.0,4.831004619598389,2.75359,1206.34779396,0.0164362
15.6209,-0.0171688,4.779870986938477,0.113352,19.412240505218506,20,17300.0,0.957608,20220.0,0.955576765095,-0.0293759,21600.0,4.80850076675415,2.74861,1003.79280731,0.027535
15.4874,-0.0216185,4.6529459953308105,0.744851,24.11084747314453,20,18300.0,0.953849,20570.0,0.961018373622,-0.0486401,21600.0,4.689321994781494,2.74003,934.933152691,0.100515
15.3209,-0.0257956,4.788663864135742,0.28511,28.933021306991577,20,16900.0,0.948656,20265.0,0.968594071755,-0.0463193,22000.0,4.818289279937744,2.72922,1031.63704858,0.0890642
15.1245,-0.0486772,9.514125347137451,0.393271,38.48919677734375,20,0.0,0.94263,19760.0,0.867488437962,-0.0660882,21800.0,9.549651622772217,2.71632,4575.19398496,0.053114
