StdReturn,MinReturn,AveragePolicyStd,MeanKL,NumTrajs,LossBefore,MaxReturn,AverageReturn,MaxKL,TotalExecTime,ExplainedVariance,LossAfter,Entropy,Perplexity,Time,ItrTime
350.142828,0.0,1.12957,0.0233769,20,-0.0103341,1200.0,180.0,2.57301,31.078850507736206,0.432720956114,-0.0135171,3.08155,21.7921,31.218143224716187,31.21814775466919
722.56487598,0.0,1.12375,0.00456438,20,-0.0129681,2400.0,370.0,2.85112,25.50661063194275,0.530885989685,-0.0143092,3.07121,21.5681,56.827579975128174,25.602272033691406
611.473629848,0.0,1.12012,0.013711,20,0.00449175,1900.0,290.0,0.71495,29.541735649108887,0.448297952073,-0.000985995,3.06473,21.4287,86.43842363357544,29.60509967803955
337.453700528,0.0,1.12138,0.0101966,20,0.00178227,1300.0,125.0,3.96179,26.970176935195923,0.243606714274,-0.000722989,3.06698,21.4769,113.48903489112854,27.043699502944946
425.764019147,0.0,1.12187,0.00918797,20,0.0111057,1500.0,235.0,0.609883,25.884384632110596,0.512990022209,0.00587001,3.06787,21.496,139.44555640220642,25.94586157798767
143.090880213,0.0,1.12499,0.000843258,20,-0.00234424,600.0,45.0,0.0297846,28.47553825378418,0.285250782355,-0.00370205,3.07342,21.6157,167.99679684638977,28.53771686553955
234.520787991,0.0,1.12433,0.000848671,20,0.0036178,1000.0,100.0,0.0298735,27.24694800376892,0.38072955391,0.00240933,3.07225,21.5904,195.3276491165161,27.32739758491516
