NumTrajs,MaxReturn,MeanKL,Entropy,TotalExecTime,Perplexity,ItrTime,LossBefore,Time,StdReturn,AveragePolicyStd,MinReturn,MaxKL,ExplainedVariance,AverageReturn,LossAfter
20,8600.0,0.229998,2.45436,10.685727596282959,11.639,10.76042366027832,-0.00603437,10.76041841506958,2122.8754085,0.827472,600.0,0.515126,0.163913920195,3880.0,-0.0396261
20,39500.0,0.115113,2.44833,10.537091970443726,11.569,10.595900535583496,-0.0242729,21.360965728759766,2296.93273737,0.825115,30100.0,0.29078,0.894124766148,35010.0,-0.0607256
20,40900.0,0.332943,2.43619,10.560717821121216,11.4294,10.626439094543457,-0.0248286,31.99096965789795,2814.94227294,0.819888,30200.0,0.579275,0.855257826963,35590.0,-0.101967
20,39700.0,0.112896,2.42378,10.337265014648438,11.2884,10.377141952514648,-0.0155395,42.373842000961304,3271.86491164,0.814727,27900.0,0.239104,0.850976954435,33970.0,-0.048852
20,41400.0,0.0489493,2.41601,10.513194799423218,11.201,10.57225775718689,-0.00754778,52.952149868011475,1430.76902399,0.811507,36100.0,0.169776,0.957435314124,39170.0,-0.020617
20,41400.0,0.024528,2.41223,10.169626474380493,11.1588,10.204118490219116,-0.0183837,63.159807205200195,831.264097625,0.809822,38100.0,0.0980442,0.96985390989,39600.0,-0.0244452
20,42100.0,0.0371317,2.40304,10.664618492126465,11.0567,10.708385229110718,-0.00919702,73.87184286117554,830.82790035,0.805853,38800.0,0.0951857,0.974003126335,40085.0,-0.0187574
