MaxReturn,StdReturn,MeanKL,Entropy,ExplainedVariance,ItrTime,AverageReturn,LossAfter,LossBefore,Perplexity,AveragePolicyStd,Time,NumTrajs,TotalExecTime,MinReturn,MaxKL
4000.0,1388.62341907,0.146373,2.73374,0.147659975313,5.00574517250061,1135.0,-0.0245056,0.00319922,15.3903,0.949513,5.005738258361816,20,4.9535441398620605,0.0,0.729096
21100.0,5784.88331775,0.183523,2.73694,0.819692258893,4.85805869102478,15475.0,-0.0540018,0.00513196,15.4396,0.950907,9.868911981582642,20,4.807414770126343,300.0,1.04015
21200.0,7005.95996277,0.161917,2.7395,0.724976012281,4.767271518707275,12945.0,-0.0657232,-0.0269531,15.4793,0.952079,14.641188859939575,20,4.738860130310059,0.0,0.776321
22700.0,4667.38417103,0.114241,2.72603,0.855983555529,4.808932542800903,18455.0,-0.0408016,-0.00823541,15.2721,0.94567,19.454923629760742,20,4.769111156463623,4800.0,0.497518
22800.0,4726.55001031,0.0865807,2.72191,0.928927464012,4.914687156677246,19565.0,-0.0379811,-0.010338,15.2093,0.943755,24.380107641220093,20,4.857073068618774,0.0,0.403317
22900.0,6113.6629773,0.0225838,2.71674,0.841206853801,4.960075378417969,17625.0,-0.0431999,-0.0245962,15.1309,0.941297,29.363985300064087,20,4.911660194396973,0.0,0.135388
22800.0,3051.16371242,0.13266,2.70444,0.885239810214,4.639869213104248,20520.0,-0.0370791,0.00234605,14.946,0.93551,34.02955675125122,20,4.597311735153198,10200.0,0.804869
