AveragePolicyStd,MaxKL,Perplexity,NumTrajs,StdReturn,AverageReturn,MinReturn,Entropy,MaxReturn,Time,MeanKL,LossAfter,TotalExecTime,LossBefore,ExplainedVariance,ItrTime
1.00066,13833.2,17.1021,20,1068.39833396,405.0,0.0,2.8392,4600.0,16.843080759048462,116.205,29.6625,16.50322675704956,0.00447121,0.403504394987,16.843088388442993
1.0029,55.455,17.1787,20,1503.82013552,345.0,0.0,2.84367,6900.0,33.88359618186951,0.272304,0.0599548,16.882747888565063,-0.0149742,0.299687301633,17.0285861492157
0.999162,33.9897,17.0506,20,1067.93024117,245.0,0.0,2.83619,4900.0,50.831746339797974,0.218555,0.0607854,16.73589563369751,-0.0075455,0.474192401585,16.898334741592407
0.997286,1621.5,16.9864,20,87.1779788708,20.0,0.0,2.83241,400.0,68.39023232460022,13.8915,-2.39071,17.446096897125244,0.0017908,0.0734922357626,17.512776374816895
0.997727,5.50235,17.0016,20,414.095399636,95.0,0.0,2.83331,1900.0,85.11823439598083,0.0885651,-0.0107289,16.5147385597229,-0.00240278,0.0956302876217,16.716946840286255
0.997127,0.0311331,16.9812,20,284.385302011,75.0,0.0,2.83211,1300.0,102.1417064666748,0.000933623,0.00700996,16.748680353164673,0.00891075,0.0772422991257,17.006934642791748
0.999352,0.0,17.057,20,0.0,0.0,0.0,2.83656,0.0,118.96180987358093,0.0,-0.0,16.560492515563965,-0.0,1,16.800500869750977
