0StdReturn,MeanKL,ItrTime,LossBefore,0NumTrajs,0AveragePolicyStd,0AverageReturn,ComputeUpdatedDistTime,dLoss,1Entropy,0PolicyExecTime,0Entropy,0ExplainedVariance,0EnvExecTime,1ExplainedVariance,MeanKLBefore,1AverageReturn,0ProcessExecTime,0MinReturn,0Perplexity,1MinReturn,1Perplexity,1NumTrajs,1EnvExecTime,1AveragePolicyStd,LossAfter,Time,1StdReturn,1PolicyExecTime,0MaxReturn,1ProcessExecTime,1MaxReturn
326.406188667,0.00703942216933,47.27852487564087,9.31322574615e-10,800,0.634496,103.0,0.07254695892333984,0.00669648870826,1.91864,9.95753264427185,1.92761,0.0700882599538,9.375893354415894,0.431022808496,1.49011629702e-08,787.75,0.43030261993408203,0.0,6.87304,0.0,6.81167,800,8.992330312728882,0.631683,-0.00669648777694,2849.131158351898,1012.21289139,15.53739333152771,1900.0,0.4019787311553955,2900.0
171.981830436,0.00727470451966,47.30002474784851,4.65661287308e-10,800,0.63139,33.5,0.07148480415344238,0.00653002457693,1.91955,10.035189151763916,1.91763,0.151494585998,9.412734746932983,0.644829110469,0.0,946.5,0.43419337272644043,0.0,6.80481,0.0,6.81788,800,9.24257230758667,0.631981,-0.00653002411127,2897.6048769950867,995.559013821,15.337336540222168,1600.0,0.4037771224975586,2900.0
381.251536882,0.0075969370082,47.534587383270264,-8.14907252789e-10,800,0.627834,143.125,0.06766033172607422,0.00481069006491,1.90767,10.322822570800781,1.90632,0.197299336446,9.613857507705688,0.493692876651,0.0,934.25,0.43561291694641113,0.0,6.72825,0.0,6.7374,800,9.26394510269165,0.628271,-0.00481069087982,2946.7978160381317,1142.1370047,15.380972623825073,1900.0,0.3986697196960449,3000.0
353.595726077,0.00639356020838,46.991943359375,2.50292941928e-09,800,0.620745,127.75,0.06920909881591797,0.00440148561029,1.88037,10.083807706832886,1.88359,0.191594231491,9.236591577529907,0.466984662211,0.0,810.5,0.41642212867736816,0.0,6.5771,0.0,6.55595,800,9.228229522705078,0.619715,-0.00440148310736,2995.035929441452,1116.44066121,15.448961973190308,1900.0,0.39630627632141113,2900.0
314.740741524,0.00941144675016,46.56436204910278,2.32830643654e-10,800,0.6202,99.125,0.08700132369995117,0.00744589860551,1.88055,9.988805532455444,1.88207,0.0823759956823,9.172980308532715,0.501737551723,0.0,1014.875,0.41786742210388184,0.0,6.56705,0.0,6.55712,800,9.116595029830933,0.61975,-0.00744589837268,3043.1133761405945,1005.48059871,15.26608419418335,2300.0,0.3999311923980713,2900.0
315.284370648,0.003328518942,46.25915551185608,-2.73576006293e-09,800,0.619359,102.875,0.08423399925231934,0.00130835321033,1.87314,9.796411991119385,1.87933,0.176868590372,9.302162647247314,0.549149996776,-7.4505814851e-09,853.75,0.42606401443481445,0.0,6.54909,0.0,6.50868,800,9.004114627838135,0.617506,-0.00130835594609,3090.6712198257446,1167.21289296,15.142298460006714,2100.0,0.396547794342041,3000.0
68.3738573945,0.0065590525046,47.63378405570984,-7.56699591875e-10,800,0.613151,6.125,0.09409427642822266,0.00396067247493,1.86199,10.540263652801514,1.85901,0.0404860158839,9.562137603759766,0.190967246283,0.0,55.25,0.44805240631103516,0.0,6.41737,0.0,6.43654,800,9.171396970748901,0.614146,-0.00396067323163,3139.341379404068,279.503913211,15.253419637680054,1200.0,0.40510010719299316,2200.0
295.878749448,0.00868013035506,47.08575654029846,-3.72529029846e-09,800,0.610539,82.875,0.07559347152709961,0.00564108230174,1.84777,10.21911334991455,1.85076,0.0728565585629,9.463722467422485,0.523001876242,0.0,1049.875,0.4293851852416992,0.0,6.36465,0.0,6.34564,800,9.169024229049683,0.609621,-0.00564108602703,3187.7648005485535,1134.17370115,15.2164785861969,2400.0,0.4014456272125244,2900.0
252.352648837,0.00708300806582,47.48459720611572,9.31322574615e-10,800,0.60636,66.375,0.0665123462677002,0.0038766565267,1.83339,10.505072355270386,1.83718,0.0645272098095,9.165406227111816,0.423944006226,0.0,798.125,0.4254791736602783,0.0,6.2788,0.0,6.25503,800,8.926537990570068,0.605203,-0.00387665559538,3236.441240787506,1035.35452111,15.694647073745728,2300.0,0.3898921012878418,2800.0
393.828147007,0.00894322711974,47.31057357788086,1.9499566406e-09,800,0.599896,177.375,0.06877636909484863,0.00425723157241,1.80963,10.538477182388306,1.81579,0.425806977702,9.140908241271973,0.780926799693,0.0,1601.5,0.4124338626861572,0.0,6.14595,0.0,6.10818,800,8.99757432937622,0.598049,-0.00425722962245,3285.2747194767,1191.83587377,15.651990413665771,1800.0,0.3885307312011719,2900.0
