0StdReturn,MeanKL,ItrTime,LossBefore,0NumTrajs,0AveragePolicyStd,0AverageReturn,ComputeUpdatedDistTime,dLoss,1Entropy,0PolicyExecTime,0Entropy,0ExplainedVariance,0EnvExecTime,1ExplainedVariance,MeanKLBefore,1AverageReturn,0ProcessExecTime,0MinReturn,0Perplexity,1MinReturn,1Perplexity,1NumTrajs,1EnvExecTime,1AveragePolicyStd,LossAfter,Time,1StdReturn,1PolicyExecTime,0MaxReturn,1ProcessExecTime,1MaxReturn
247.820215832,0.00683797476813,46.25550556182861,5.99175109528e-09,800,0.594651,61.625,0.09616231918334961,0.00505020649507,1.80475,10.373067617416382,1.79831,0.0724866121891,8.786454200744629,0.507905670372,0.0,923.0,0.4104137420654297,0.0,6.03946,0.0,6.07846,800,8.974362134933472,0.596588,-0.00505020050332,3332.73731136322,1096.64077984,15.140926837921143,1600.0,0.39064860343933105,2900.0
268.477158013,0.00726948678493,46.48446202278137,2.31375452131e-09,800,0.593221,73.875,0.09321403503417969,0.00350609629822,1.7887,9.961232423782349,1.7935,0.0682904597909,9.076646327972412,0.472512232015,0.0,687.125,0.42018938064575195,0.0,6.01042,0.0,5.9817,800,8.859164714813232,0.591816,-0.00350609398447,3380.770117998123,961.130446076,15.65770936012268,2000.0,0.3899857997894287,2800.0
116.160920171,0.00665259454399,47.194812536239624,-1.62981450558e-09,800,0.590457,15.625,0.06966710090637207,0.00592289422639,1.78371,10.552077770233154,1.7841,0.0428072725784,9.046188592910767,0.444778111602,0.0,333.875,0.41705894470214844,0.0,5.95423,0.0,5.95188,800,9.011481523513794,0.590343,-0.0059228958562,3429.0871703624725,597.172491308,15.452093839645386,1400.0,0.39937400817871094,2100.0
219.485157528,0.00741841457784,46.932498931884766,1.86264514923e-09,800,0.587765,48.875,0.06365251541137695,0.00365992728621,1.76811,10.221250057220459,1.77482,0.0720484295516,9.425709247589111,0.506919051044,0.0,883.625,0.4312708377838135,0.0,5.89923,0.0,5.85976,800,9.075067520141602,0.585811,-0.00365992542356,3477.438499689102,1018.89369385,15.155565023422241,1700.0,0.4019200801849365,2800.0
327.163925846,0.00705692591146,47.0215220451355,8.14907252789e-10,800,0.586641,101.125,0.07273530960083008,0.00320188503247,1.7706,10.29084849357605,1.771,0.166963298399,9.493282079696655,0.564316871718,1.49011629702e-08,808.125,0.43198394775390625,0.0,5.87673,0.0,5.8744,800,9.100678443908691,0.586571,-0.00320188421756,3525.685410261154,1116.11893827,15.153809070587158,2500.0,0.3939197063446045,2900.0
199.979647402,0.00674729142338,46.35393762588501,-5.82076609135e-09,800,0.583449,42.375,0.0790092945098877,0.00464124954306,1.75309,9.763781070709229,1.76012,0.0618251336028,9.107213497161865,0.35572202749,0.0,567.5,0.41527223587036133,0.0,5.81313,0.0,5.77241,800,9.164379596710205,0.581399,-0.00464125536382,3573.5146610736847,931.500805153,15.179813146591187,1600.0,0.39929723739624023,2900.0
294.524086451,0.00664660986513,47.67431354522705,-1.7462298274e-09,800,0.581028,83.25,0.09944033622741699,0.00197048543487,1.75085,9.904123783111572,1.75173,0.164328970272,9.695921897888184,0.52054517619,0.0,668.25,0.44200801849365234,0.0,5.76455,0.0,5.75948,800,9.266136169433594,0.580771,-0.0019704871811,3622.672503232956,1056.34603114,15.795713186264038,2500.0,0.40287256240844727,2900.0
233.770052616,0.0,46.95551657676697,-3.84170562029e-09,800,0.581253,51.25,0.08538627624511719,1.16415321827e-09,1.75073,9.788640260696411,1.75248,0.0900348812676,9.370924711227417,0.515479980755,0.0,979.75,0.4283928871154785,0.0,5.76889,0.0,5.75878,800,9.139042615890503,0.580721,-5.00585883856e-09,3670.69544506073,1015.67216044,15.058207988739014,2600.0,0.3985862731933594,2900.0
196.910472995,0.00926771201193,46.92063522338867,8.14907252789e-10,800,0.581253,44.875,0.08141207695007324,0.00392980116885,1.74938,9.77447772026062,1.75248,0.11361702928,9.32883620262146,0.535128774223,0.0,687.25,0.42383503913879395,0.0,5.76889,0.0,5.75103,800,9.221619367599487,0.580365,-0.00392980035394,3718.9552075862885,1017.76099233,15.658339738845825,1900.0,0.4030492305755615,2900.0
227.743139304,0.00997551903129,53.16881036758423,-1.51339918375e-09,800,0.586454,55.75,0.06584882736206055,0.00686440372374,1.76689,10.222491025924683,1.77039,0.122573641921,9.604281663894653,0.5331166419,0.0,1351.875,0.44203639030456543,0.0,5.87317,0.0,5.85263,800,11.343052625656128,0.585414,-0.00686440523714,3773.3095977306366,1070.32541051,18.66782522201538,1600.0,0.4933967590332031,3000.0
243.846134888,0.00875113625079,60.530051469802856,3.95812094212e-09,800,0.583142,63.75,0.07327699661254883,0.00533097260632,1.75981,13.162776231765747,1.75902,0.129141417854,12.815966367721558,0.547516109908,0.0,1039.375,0.5660233497619629,0.0,5.80675,0.0,5.81134,800,11.884324073791504,0.583355,-0.0053309686482,3835.2511134147644,1042.01108889,19.301025867462158,1800.0,0.5155878067016602,2900.0
197.261089676,0.00685152411461,62.49237823486328,-9.31322574615e-10,800,0.587041,38.25,0.07556748390197754,0.00715291686356,1.77023,13.229571342468262,1.77239,0.069762955554,12.691755056381226,0.537458143394,0.0,1034.25,0.5558919906616211,0.0,5.8849,0.0,5.8722,800,12.652079820632935,0.58643,-0.00715291779488,3898.754165172577,936.964213564,20.523689031600952,1700.0,0.5321998596191406,2900.0
204.068003371,0.0,59.37427234649658,1.7462298274e-10,800,0.584724,37.5,0.06995439529418945,-2.50292941928e-09,1.76418,12.915966272354126,1.76451,0.107648946762,12.365951299667358,0.419794743541,0.0,494.875,0.5406849384307861,0.0,5.83869,0.0,5.8368,800,11.609909534454346,0.584626,2.67755240202e-09,3959.5371787548065,878.001272422,18.778440475463867,2300.0,0.49469923973083496,2800.0
127.326781845,0.00777386175469,61.24130439758301,-2.32830643654e-10,800,0.584724,19.375,0.07128190994262695,0.00708612590097,1.76033,11.939565181732178,1.76451,0.101696540867,11.35338282585144,0.594980580302,0.0,837.25,0.5040388107299805,0.0,5.83869,0.0,5.81436,800,13.201654195785522,0.583494,-0.0070861261338,4021.8348574638367,917.217224816,21.367053747177124,1400.0,0.5576162338256836,2700.0
203.984680797,-1.49011629702e-08,65.26424956321716,-1.04773789644e-09,800,0.577804,34.5,0.07565021514892578,-2.03726813197e-09,1.73879,13.65092945098877,1.74074,0.13874937823,13.099530458450317,0.564644014979,0.0,773.375,0.5629336833953857,0.0,5.70156,0.0,5.69048,800,13.191806554794312,0.577257,9.89530235529e-10,4088.6433460712433,1047.18843069,21.49729561805725,2200.0,0.5546970367431641,2800.0
132.623527325,0.00805882923305,56.48808312416077,-9.60426405072e-10,800,0.577804,19.0,0.07497668266296387,0.00574567631702,1.7363,12.47821593284607,1.74074,0.0531273412476,12.096636056900024,0.474468368998,0.0,421.625,0.5496068000793457,0.0,5.70156,0.0,5.67629,800,10.726064205169678,0.576537,-0.00574567727745,4146.229092597961,701.120431435,17.7063045501709,1800.0,0.4750494956970215,2600.0
132.549754809,0.0,60.549084424972534,-6.51925802231e-09,800,0.572446,16.75,0.0720984935760498,1.16415321827e-09,1.71149,12.549280405044556,1.72219,0.0701845614439,12.227312088012695,0.408429400192,0.0,455.75,0.5454254150390625,0.0,5.59676,0.0,5.53723,800,12.175588369369507,0.569402,-7.68341124058e-09,4208.254951953888,823.190098033,19.867539644241333,2000.0,0.5265552997589111,2800.0
48.708155118,0.00890679191798,61.57884693145752,2.54658516496e-09,800,0.572446,3.875,0.07714319229125977,0.00166493350116,1.7224,11.360534191131592,1.72219,0.0302327118987,11.168959617614746,0.2584491468,0.0,48.375,0.5126197338104248,0.0,5.59676,0.0,5.59794,800,13.645401239395142,0.572516,-0.00166493095458,4270.882716178894,297.611087453,21.827043294906616,1100.0,0.581524133682251,2800.0
141.73566947,0.00784613192081,69.116863489151,-3.25962901115e-09,800,0.572106,19.0,0.07050418853759766,0.00421509984881,1.72253,11.01112151145935,1.72099,0.0543400973144,9.909687757492065,0.452921549063,0.0,466.5,0.42310166358947754,0.0,5.59005,0.0,5.59868,800,17.832663774490356,0.572552,-0.00421510310844,4341.455192327499,761.464214524,26.76094961166382,1800.0,0.7479887008666992,2500.0
161.709616288,0.0088362544775,71.0165147781372,-1.38243194669e-09,800,0.584699,30.0,0.07430624961853027,0.00814797497878,1.77181,11.529790878295898,1.76448,0.0786788820872,10.410324096679688,0.610588072824,1.49011629702e-08,1068.375,0.44868922233581543,0.0,5.83852,0.0,5.8815,800,18.223570823669434,0.586831,-0.00814797636122,4413.608433246613,1010.10512293,27.147523164749146,2000.0,0.7559537887573242,2800.0
30.5754701517,0.00759249599651,72.56375861167908,-2.32830643654e-10,800,0.581643,1.625,0.07253289222717285,0.00347793777473,1.74981,12.086549997329712,1.75405,0.0151446997291,11.216712951660156,0.425173999629,0.0,167.125,0.47731471061706543,0.0,5.77797,0.0,5.75352,800,18.300812482833862,0.580413,-0.00347793800756,4487.583726644516,517.766100064,27.153101444244385,700.0,0.7592365741729736,2500.0
108.972473589,0.0,63.37631797790527,-9.31322574615e-10,800,0.578191,10.0,0.07378530502319336,2.32830643654e-10,1.74053,9.925173044204712,1.74215,0.0613988180313,8.58740758895874,0.520703872189,0.0,381.375,0.37084269523620605,0.0,5.7096,0.0,5.70036,800,16.306291818618774,0.577721,-1.16415321827e-09,4552.039484500885,840.589441627,24.77003574371338,2200.0,0.7033555507659912,3000.0
182.078923478,0.0,73.55016589164734,5.82076609135e-09,800,0.578191,36.875,0.07264971733093262,6.98491930962e-10,1.73334,12.96846342086792,1.74215,0.119811434122,12.18049144744873,0.589193018097,1.49011629702e-08,1287.125,0.5358238220214844,0.0,5.7096,0.0,5.65953,800,17.734395265579224,0.57569,5.12227416039e-09,4626.986686944962,932.494897774,26.66947913169861,1900.0,0.7534422874450684,2800.0
134.970135586,0.00743724033237,73.4313976764679,9.31322574615e-10,800,0.578191,18.25,0.07035064697265625,0.00609477143735,1.73598,13.025357723236084,1.74215,0.0522320311248,12.123969316482544,0.420342618167,0.0,483.875,0.538933277130127,0.0,5.7096,0.0,5.67451,800,17.732345581054688,0.576419,-0.00609477050602,4701.502009391785,716.03246042,26.679524183273315,1800.0,0.7576813697814941,2500.0
108.442381014,0.00736138084903,68.80113101005554,2.09547579288e-09,800,0.57921,15.5,0.07379651069641113,0.0062629270833,1.74551,11.234402894973755,1.74563,0.0374755886948,10.083040475845337,0.554619535121,0.0,797.875,0.4393928050994873,0.0,5.72953,0.0,5.72883,800,17.378977298736572,0.579194,-0.00626292498782,4771.726948022842,972.500891709,26.431721925735474,1100.0,0.737861156463623,2900.0
162.34973822,0.00707032112405,71.58185052871704,-6.98491930962e-10,800,0.577501,22.75,0.0729219913482666,0.00183751923032,1.75035,12.498423099517822,1.73969,0.07182755476,11.604097366333008,0.525504940652,0.0,561.625,0.5114903450012207,0.0,5.69556,0.0,5.7566,800,17.421881675720215,0.580613,-0.00183751992881,4844.417871952057,996.676908218,26.288854837417603,2200.0,0.7502331733703613,2800.0
93.737582511,0.00691925967112,72.96707153320312,4.65661287308e-10,800,0.578818,7.125,0.07271885871887207,0.00125431129709,1.74309,12.476674318313599,1.74427,0.100344714906,11.566014289855957,0.440865230871,0.0,221.25,0.5171308517456055,0.0,5.72169,0.0,5.71496,800,18.05103325843811,0.578487,-0.00125431083143,4918.842177391052,618.06022158,27.05760669708252,1600.0,0.7609114646911621,2800.0
184.271157198,0.0,72.45213437080383,-2.09547579288e-09,800,0.580748,25.625,0.07272171974182129,-8.14907252789e-10,1.75058,12.830580711364746,1.75092,0.244162767834,12.018617868423462,0.560048922865,0.0,386.0,0.5358870029449463,0.0,5.75989,0.0,5.75792,800,17.300476551055908,0.580659,-1.2805685401e-09,4992.348393917084,749.435787776,26.25762963294983,2200.0,0.7510378360748291,2800.0
152.485193953,0.00554564921185,70.56040358543396,-4.19095158577e-09,800,0.580748,27.125,0.07375597953796387,0.00203152094036,1.75189,12.127900123596191,1.75092,0.104777964081,11.302372932434082,0.581170234545,0.0,859.875,0.5016329288482666,0.0,5.75989,0.0,5.7655,800,17.205153465270996,0.581033,-0.00203152513131,5064.3253128528595,1049.39386523,26.184274911880493,1800.0,0.7412967681884766,2800.0
161.419436175,0.00676705036312,68.84849238395691,-1.2805685401e-09,800,0.57886,25.125,0.07312130928039551,0.0011432095198,1.75095,11.734343767166138,1.74445,0.0479043345823,10.667116641998291,0.466779979588,-3.88578058619e-16,674.0,0.4723348617553711,0.0,5.72276,0.0,5.76006,800,16.978691577911377,0.580761,-0.00114321080036,5134.463884592056,888.002815311,25.83211898803711,2000.0,0.7264101505279541,2800.0
180.400769123,0.00821031630039,71.54841804504395,-1.7462298274e-09,800,0.578404,29.25,0.0790858268737793,0.00282363814767,1.74054,13.284634828567505,1.74288,0.10973804534,12.608697891235352,0.51151312871,0.0,601.5,0.5614883899688721,0.0,5.71375,0.0,5.70043,800,16.571903467178345,0.577727,-0.0028236398939,5207.5706515312195,950.774815611,25.30448603630066,1800.0,0.7152998447418213,2800.0
154.306462519,0.00927419774234,67.1641857624054,-5.46424416825e-09,800,0.57812,27.875,0.07317113876342773,0.0036719482232,1.74,11.111772775650024,1.74187,0.0522219919289,10.154263973236084,0.540583829421,1.49011629702e-08,920.0,0.45965051651000977,0.0,5.70799,0.0,5.69736,800,16.877887964248657,0.577592,-0.00367195368744,5275.85550069809,1101.74861016,25.446159839630127,1400.0,0.7186639308929443,2900.0
63.7651942677,0.00872376654297,71.9444785118103,1.2805685401e-09,800,0.580926,3.0,0.07346320152282715,0.00248028466012,1.75434,13.290500402450562,1.75157,0.0457692651258,12.63183856010437,0.0745606172499,0.0,7.375,0.5637683868408203,0.0,5.76366,0.0,5.77963,800,16.765554189682007,0.581734,-0.00248028337955,5349.214660644531,78.6327500155,25.572073698043823,1700.0,0.7186753749847412,1300.0
189.424745941,0.00747838290408,72.11449956893921,2.32830643654e-10,800,0.594905,39.125,0.07267618179321289,0.0068942613434,1.80785,11.840771913528442,1.79916,0.0674158380149,10.878247022628784,0.528556042192,0.0,872.125,0.48038506507873535,0.0,6.04457,0.0,6.09733,800,18.375794649124146,0.597512,-0.00689426111057,5422.473112821579,1059.04933047,27.207127571105957,1500.0,0.7610499858856201,2900.0
