Entropy,ExplainedVariance,LossBefore,StdReturn,Time,LossAfter,MaxKL,MeanKL,ItrTime,AverageReturn,MinReturn,Perplexity,TotalExecTime,NumTrajs,AveragePolicyStd,MaxReturn
2.68973,0.32022480782,-0.0071625,3071.62823271,5.300184726715088,-0.0348139,0.176357,0.0939127,5.300189256668091,6810.0,1700.0,14.7277,5.215067625045776,20,0.929406,13300.0
2.68257,0.448040926143,-0.0075425,3869.68667982,10.474459171295166,-0.0222816,0.0507327,0.0279828,5.171714544296265,10405.0,2300.0,14.6226,5.1177051067352295,20,0.92618,18300.0
2.6788,0.537090557633,-0.0204834,4603.85707858,15.583621740341187,-0.0281385,0.0321031,0.00731332,5.10549521446228,12350.0,1900.0,14.5676,5.072870969772339,20,0.924586,18200.0
2.66855,0.655633965392,-0.0329675,3008.07247253,20.811969757080078,-0.0369363,0.00940305,0.00183247,5.224621057510376,13950.0,6500.0,14.4191,5.17279577255249,20,0.919879,18800.0
2.65207,0.712641452384,0.0114515,2518.15408583,25.61417555809021,0.000362224,0.0526124,0.0254762,4.7971272468566895,14630.0,10500.0,14.1834,4.761697292327881,20,0.912263,18400.0
2.6578,0.689777588619,-0.033076,3088.60405361,33.16555047035217,-0.0363721,0.00976533,0.00378552,7.533053398132324,15395.0,8500.0,14.2648,7.489128828048706,20,0.914702,19900.0
2.64126,0.627813112345,-0.0418536,3645.58294378,39.26518702507019,-0.0559462,0.0899225,0.0331402,6.09393835067749,14335.0,7200.0,14.0309,6.053898096084595,20,0.906994,19600.0
