Perplexity,LossBefore,TotalExecTime,ExplainedVariance,ItrTime,Time,MeanKL,MaxReturn,Entropy,AveragePolicyStd,AverageReturn,NumTrajs,LossAfter,MaxKL,StdReturn,MinReturn
17.1021,-0.00947115,16.573822021484375,0.171036671385,16.867294311523438,16.867287397384644,1.55215,500.0,2.8392,1.00066,40.0,20,-0.0762565,181.198,124.09673646,0.0
16.9409,0.000722514,16.5510573387146,0.0517279192749,16.78158140182495,33.669525384902954,24.538,200.0,2.82973,0.995955,10.0,20,0.378093,1382.26,43.5889894354,0.0
16.947,0.0100019,15.172849178314209,0.222037085902,15.568698406219482,49.25978207588196,0.000400244,600.0,2.83009,0.996126,30.0,20,0.00847287,0.00380103,130.766968306,0.0
17.032,-0.000980115,16.67052721977234,0.0603526146564,16.890599489212036,66.16032266616821,2.94011,2400.0,2.83509,0.998623,155.0,20,0.307018,216.488,523.90361709,0.0
17.0236,0.0147979,16.651862382888794,0.0808438191058,16.907017946243286,83.07228994369507,0.36853,2600.0,2.8346,0.998377,150.0,20,0.00911431,28.0098,565.243310443,0.0
17.15,-0.0204917,16.21951127052307,0.14618254631,16.34055733680725,99.42596960067749,0.0143424,1400.0,2.842,1.00207,165.0,20,-0.0237192,1.08413,356.756219287,0.0
16.9752,0.0108755,16.799973011016846,0.125926162161,16.868515491485596,116.32582926750183,67.2633,1000.0,2.83176,0.996947,100.0,20,-13.7631,5214.01,262.678510731,0.0
