Entropy,AverageReturn,NumTrajs,MaxReturn,MaxKL,MinReturn,Time,StdReturn,MeanKL,ItrTime,LossBefore,ExplainedVariance,TotalExecTime,AveragePolicyStd,LossAfter,Perplexity
2.5608,60.0,20,400.0,0.678963,0.0,22.027876615524292,124.09673646,0.0586616,22.02788257598877,0.0033195,0.166950192279,21.92624282836914,0.870797,-0.00786777,12.9461
2.56412,410.0,20,500.0,0.606229,300.0,43.65247321128845,76.8114574787,0.0517038,21.62203550338745,0.0166097,0.895401912253,21.514776945114136,0.872157,0.0117619,12.9892
2.57242,465.0,20,600.0,0.0934611,300.0,65.63755226135254,79.2148975888,0.0139839,21.98092031478882,0.00699811,0.91571987264,21.92444396018982,0.875779,0.00130558,13.0975
2.57592,460.0,20,700.0,0.181053,0.0,89.82058954238892,146.287388383,0.0124935,24.180376291275024,0.00132439,0.849217715828,24.12833309173584,0.877318,-0.00534542,13.1434
2.57658,460.0,20,800.0,0.202573,100.0,114.60407209396362,165.529453572,0.0236538,24.767702341079712,-0.00138775,0.809077088018,24.564550638198853,0.877577,-0.00959854,13.1521
2.57589,575.0,20,700.0,0.0715455,400.0,136.22802114486694,76.6485485838,0.0111677,21.61740279197693,-0.00310872,0.915902472837,21.578702449798584,0.877254,-0.00574308,13.143
2.57433,560.0,20,700.0,0.0412115,400.0,159.03254914283752,80.0,0.00238632,22.798369646072388,0.00136852,0.918218964471,22.72826862335205,0.876588,-0.0012459,13.1226
