Entropy,NumTrajs,LossAfter,MinReturn,Perplexity,AverageReturn,Time,TotalExecTime,AveragePolicyStd,MaxKL,StdReturn,LossBefore,ItrTime,MaxReturn,ExplainedVariance,MeanKL
2.849,20,0.00497428,0.0,17.2706,10.0,14.687634468078613,14.4050612449646,1.00568,0.017455,43.5889894354,0.00731499,14.687641859054565,200.0,0.147057995136,0.00134981
2.85632,20,-0.0,0.0,17.3974,0.0,31.227277517318726,16.339934825897217,1.00932,0.0,0.0,-0.0,16.52700972557068,0.0,1,0.0
2.85632,20,-0.0,0.0,17.3974,0.0,47.68967914581299,16.355185747146606,1.00932,0.0,0.0,-0.0,16.446134090423584,0.0,1,0.0
2.85632,20,-0.0,0.0,17.3974,0.0,64.32739639282227,16.371782541275024,1.00932,0.0,0.0,-0.0,16.61697793006897,0.0,1,0.0
2.85632,20,-0.0,0.0,17.3974,0.0,82.23609113693237,17.64161777496338,1.00932,0.0,0.0,-0.0,17.887898683547974,0.0,1,0.0
2.85632,20,-0.0126644,0.0,17.3974,45.0,98.58137392997742,16.177562713623047,1.00932,0.639628,196.150452459,-0.0102551,16.3293035030365,900.0,0.118627299365,0.00372576
2.85119,20,-0.0109801,0.0,17.3084,45.0,114.89951515197754,16.203840255737305,1.0067,4.34154,196.150452459,-0.00794897,16.277129888534546,900.0,0.1857479143,0.0245493
