AveragePolicyStd,Time,TotalExecTime,Entropy,NumTrajs,Perplexity,LossBefore,ExplainedVariance,AverageReturn,LossAfter,MaxReturn,MinReturn,StdReturn,ItrTime,MaxKL,MeanKL
0.92455,12.38194727897644,12.208021640777588,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,12.38195252418518,0.0,0.0
0.92455,24.54427742958069,12.059304237365723,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,12.158598899841309,0.0,0.0
0.92455,36.42694401741028,11.820099592208862,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,11.87978196144104,0.0,0.0
0.92455,48.523656368255615,12.040039300918579,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,12.093066930770874,0.0,0.0
0.92455,60.608123540878296,12.023005247116089,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,12.07881474494934,0.0,0.0
0.92455,72.80042767524719,12.10855770111084,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,12.183305501937866,0.0,0.0
0.92455,84.80633234977722,11.904456853866577,2.67957,20,14.5788,-0.0,1,0.0,-0.0,0.0,0.0,0.0,11.995537281036377,0.0,0.0
