MaxKL,NumTrajs,AveragePolicyStd,MeanKL,StdReturn,MinReturn,LossBefore,LossAfter,ItrTime,TotalExecTime,AverageReturn,ExplainedVariance,Entropy,MaxReturn,Perplexity,Time
158.905,40,0.982009,1.04013,388.579142518,0.0,0.00330273,-0.154113,7.342028617858887,7.240170001983643,472.5,0.175386588267,2.79458,1800.0,16.3558,7.342023611068726
3.93559,40,0.981656,0.11149,1034.15424381,900.0,-0.0485029,-0.0861898,8.20189118385315,8.098533630371094,3895.0,0.672028344298,2.79789,5700.0,16.4099,15.548120737075806
2.38393,40,0.969817,0.0720463,957.18010322,1300.0,-0.0409185,-0.0693422,7.33559250831604,7.2267279624938965,3932.5,0.689958674755,2.77363,5200.0,16.0167,22.887052059173584
2.66727,40,0.959822,0.0786703,1327.4764593,0.0,-0.00361233,-0.0373177,8.024198055267334,7.930130958557129,3692.5,0.554776500878,2.75318,6900.0,15.6924,30.9168701171875
5.94694,40,0.958755,0.123838,822.005930636,2000.0,-0.0132046,-0.0465181,7.561625957489014,7.488579988479614,3792.5,0.70604024464,2.75137,5400.0,15.6641,38.48394465446472
2.38578,40,0.955665,0.102398,1080.48310954,1400.0,-0.0531641,-0.091454,7.275104999542236,7.2102696895599365,4082.5,0.706279309979,2.74477,6000.0,15.561,45.772730588912964
6.02374,40,0.942858,0.0999474,1271.61314872,600.0,-0.0126264,-0.0445439,7.120689630508423,7.077648639678955,4550.0,0.689181688259,2.71818,7500.0,15.1528,52.90326380729675
