MaxReturn,TotalExecTime,Time,StdReturn,LossAfter,NumTrajs,MeanKL,LossBefore,ItrTime,MinReturn,Entropy,MaxKL,Perplexity,ExplainedVariance,AverageReturn,AveragePolicyStd
9400.0,10.925251007080078,11.006545543670654,2538.1637063,-0.05409,20,0.359174,-0.00931004,11.006549835205078,0.0,2.84233,1.30524,17.1557,0.279847627084,2835.0,1.00326
24500.0,10.583009719848633,21.66626739501953,4054.50366876,-0.0894186,20,0.320697,-0.0149889,10.65226936340332,9000.0,2.83302,0.780886,16.9967,0.366357816826,15100.0,0.998624
21200.0,10.457749366760254,32.179579973220825,4393.16230067,-0.0348354,20,0.129588,-0.000810598,10.508733034133911,6400.0,2.82552,0.292747,16.8698,0.298080498042,13225.0,0.994896
30300.0,10.43083643913269,42.67188286781311,4717.12571382,-0.047753,20,0.119872,-0.0198767,10.484599828720093,13400.0,2.82512,0.269548,16.863,0.577090916152,23185.0,0.994657
35300.0,10.592509746551514,53.351287841796875,3669.53334908,-0.0896901,20,0.31094,-0.0280412,10.675597190856934,18800.0,2.81518,0.7168,16.6962,0.56740193276,23955.0,0.989645
13900.0,10.291213750839233,63.70570516586304,2928.20764291,-0.0514517,20,0.215529,0.000872095,10.350263595581055,2000.0,2.80116,0.413325,16.4638,0.251324135926,6240.0,0.982724
36700.0,10.69270658493042,74.45313835144043,4784.27371709,-0.0483195,20,0.137128,-0.0184474,10.741589307785034,17400.0,2.8016,0.503126,16.4709,0.630462095575,25785.0,0.982998
