Perplexity,NumTrajs,ItrTime,LossAfter,ExplainedVariance,MeanKL,MinReturn,Time,TotalExecTime,AveragePolicyStd,MaxKL,AverageReturn,StdReturn,MaxReturn,Entropy,LossBefore
14.1457,20,11.846216678619385,-0.0858991,0.333169755784,0.486269,1600.0,11.846210718154907,11.766217231750488,0.917354,1.20932,6455.0,2773.17056814,11500.0,2.64941,0.00745684
14.2516,20,11.789462089538574,-0.0430521,0.797603178858,0.163713,13300.0,23.646233558654785,11.722029685974121,0.919558,0.774399,18205.0,2343.38963896,23100.0,2.65687,0.00422355
14.2818,20,11.354276180267334,-0.00894498,0.955429828061,0.02139,18100.0,35.01061248779297,11.280014991760254,0.92069,0.172514,20415.0,1263.43777053,22900.0,2.65898,0.000863604
14.2879,20,11.713080883026123,-0.014206,0.953404263138,0.0123235,17400.0,46.73365902900696,11.641154050827026,0.921241,0.0708155,19835.0,1032.60592677,22100.0,2.65941,-0.00666015
14.2404,20,11.960361242294312,-0.0295949,0.942768860127,0.010512,16700.0,58.717870235443115,11.892841100692749,0.91992,0.121708,21250.0,1444.47222196,22900.0,2.65608,-0.0195014
14.1022,20,11.819350004196167,-0.0220891,0.96969909804,0.017235,18800.0,70.5560302734375,11.784690141677856,0.915794,0.0951471,21485.0,891.781924015,22700.0,2.64633,-0.0136727
14.0062,20,11.779577255249023,-0.0298739,0.971021200084,0.0507689,18900.0,82.3426628112793,11.638826370239258,0.91316,0.348949,21905.0,1185.9489871,23000.0,2.6395,-0.00186234
