Perplexity,NumTrajs,AveragePolicyStd,Time,ExplainedVariance,MaxReturn,MaxKL,MinReturn,LossAfter,Entropy,TotalExecTime,AverageReturn,MeanKL,ItrTime,StdReturn,LossBefore
11.0609,40,0.805297,4.966293811798096,0.874500480244,7200.0,45.1403,3000.0,-0.195038,2.40341,4.891676425933838,5572.5,1.14336,4.9663002490997314,849.113508313,-0.040851
10.6181,40,0.788754,9.808401346206665,0.384341574154,2500.0,1.75798,0.0,-0.072486,2.36256,4.780531883239746,1182.5,0.402535,4.837796926498413,672.267617843,0.0261259
10.7577,40,0.793902,14.51863145828247,0.860524140822,7000.0,0.521663,3800.0,-0.0475107,2.37562,4.6551878452301025,5425.0,0.0983016,4.706351280212402,766.403940491,-0.0131217
10.6874,40,0.79116,19.15833806991577,0.921623197279,7300.0,8.46951,4800.0,-0.0925324,2.36906,4.606144428253174,6007.5,0.209269,4.637000322341919,619.026453393,-0.0382171
10.4851,40,0.78365,24.147027015686035,0.897414447721,7600.0,1.16021,4100.0,-0.0828791,2.34995,4.9205992221832275,5942.5,0.140028,4.984754323959351,792.744441797,-0.0427728
10.2632,40,0.775293,28.51023578643799,0.907882007106,7600.0,6.36991,2500.0,-0.0951075,2.32857,4.307994604110718,6430.0,0.0612206,4.350661754608154,938.402898546,-0.0620013
9.94995,40,0.763281,33.065812826156616,0.921660843026,8000.0,4.65932,4000.0,-0.0863567,2.29757,4.512118816375732,6917.5,0.0702706,4.551512002944946,966.924893671,-0.0563457
