MeanKL,TotalExecTime,AverageReturn,Perplexity,Entropy,MaxKL,ItrTime,NumTrajs,StdReturn,LossAfter,MinReturn,ExplainedVariance,AveragePolicyStd,Time,LossBefore,MaxReturn
0.251094,10.860906839370728,760.0,17.1557,2.84233,0.837352,10.932449340820312,20,683.666585405,-0.0517704,0.0,0.426739416066,1.00326,10.932442665100098,-0.00735752,2700.0
0.321984,10.343036890029907,17615.0,17.0299,2.83497,0.646808,10.408344030380249,20,3444.45568995,-0.0672281,10200.0,0.592968619718,0.999625,21.344818115234375,-0.00940657,25000.0
0.335169,10.579071521759033,28110.0,16.95,2.83027,0.946661,10.626190900802612,20,3451.36204997,-0.0795295,20300.0,0.723818792505,0.997362,31.97520351409912,0.000879155,34700.0
0.267144,10.598311424255371,12845.0,16.9575,2.83071,0.633726,10.64807915687561,20,3435.03638991,-0.0698343,4000.0,0.32310252968,0.997481,42.62833619117737,-0.00162147,19500.0
0.030893,10.654076099395752,31580.0,16.9437,2.8299,0.101041,10.699174404144287,20,3927.54376169,0.00606686,22100.0,0.909538972776,0.997096,53.33875346183777,0.0154173,37000.0
0.131932,10.599085807800293,29980.0,17.0749,2.83761,0.494998,10.633460283279419,20,4102.87703935,-0.0461169,21900.0,0.839137078367,1.00058,63.97591733932495,-0.0129038,37200.0
0.394198,10.639001846313477,17145.0,16.965,2.83115,0.873022,10.686596870422363,20,6419.14908691,-0.0717729,6500.0,0.471828953285,0.997288,74.66638708114624,0.0143564,32000.0
