Entropy,AveragePolicyStd,ExplainedVariance,LossBefore,TotalExecTime,StdReturn,MinReturn,ItrTime,Time,AverageReturn,MaxKL,Perplexity,LossAfter,MaxReturn,NumTrajs,MeanKL
2.849,1.00568,1,-0.0,16.023674488067627,0.0,0.0,16.359806537628174,16.359800100326538,0.0,0.0,17.2706,-0.0,0.0,20,0.0
2.849,1.00568,0.218468540903,0.0346817,16.221691846847534,130.766968306,0.0,16.45240569114685,32.83584380149841,30.0,49.9935,17.2706,0.0370016,600.0,20,0.379284
2.86634,1.01449,0.0559318527784,-0.0143757,15.676677942276001,43.5889894354,0.0,15.873928546905518,48.74619507789612,10.0,3.01247,17.5727,-0.0223521,200.0,20,0.0125619
2.85916,1.01085,0.179641873977,-0.0130739,15.825917482376099,30.0,0.0,16.051055908203125,64.82415843009949,10.0,26.1787,17.4468,-0.0187782,100.0,20,0.232079
2.85262,1.00762,0.0421105844956,-0.0257279,17.618401765823364,43.5889894354,0.0,17.803866624832153,82.64832329750061,10.0,0.230257,17.3331,-0.0273385,200.0,20,0.00710619
2.83976,1.00112,0.129621384097,-0.0134007,15.092366456985474,135.922772191,0.0,15.306447982788086,97.97767949104309,45.0,494.722,17.1116,-0.988278,600.0,20,4.07007
2.83306,0.997776,0.051002544032,-0.00176909,16.077704191207886,60.0,0.0,16.32778000831604,114.32815599441528,20.0,7379.06,16.9973,20.3042,200.0,20,120.012
