LossAfter,AveragePolicyStd,MaxKL,Perplexity,MaxReturn,TotalExecTime,LossBefore,MinReturn,ItrTime,Time,NumTrajs,AverageReturn,MeanKL,Entropy,ExplainedVariance,StdReturn
-0.0664529,0.930467,2.5695,14.777,9700.0,10.005629301071167,-0.0170456,0.0,10.120941877365112,10.120935678482056,20,3525.0,0.436228,2.69307,0.177981317936,2146.13023836
-0.0726517,0.922438,2.14585,14.5273,21400.0,9.799983978271484,-0.0292357,15900.0,9.873084545135498,19.999608993530273,20,19365.0,0.17233,2.67603,0.88740166041,1782.4912342
0.00441359,0.915744,0.648421,14.3165,22000.0,9.099756479263306,0.0115338,19900.0,9.191205501556396,29.196721076965332,20,21255.0,0.0158688,2.66141,0.987548428759,546.328655664
-0.0106684,0.918332,0.313383,14.3993,22300.0,8.85812520980835,-0.00304274,20700.0,8.91826581954956,38.119683265686035,20,21705.0,0.014871,2.66718,0.990246661356,411.67341425
-0.0318029,0.917712,0.506241,14.3774,22200.0,8.895458459854126,-0.0241349,19600.0,9.01759958267212,47.148008823394775,20,21515.0,0.016105,2.66566,0.982652227847,682.843320243
-0.0155571,0.912145,0.440568,14.2049,22400.0,8.850725650787354,-0.00437748,20300.0,8.907283544540405,56.06456017494202,20,21705.0,0.028419,2.65359,0.985601354529,548.155999694
-0.0135401,0.911138,0.136253,14.1739,21900.0,8.689098596572876,-0.00798421,19800.0,8.732128143310547,64.80432915687561,20,21210.0,0.0147214,2.6514,0.985092332734,594.894948709
